"Part";"Value";"Device";"Package";"Description";"BOM";
"!MCLR";"TEST-POINT3X4";"TEST-POINT3X4";"PAD.03X.04";"Bare copper test points for troubleshooting or ICT";"";
"C1";"22uF,6.3V";"CAP_CERAMIC_0805MP";"_0805MP";"Ceramic Capacitors";"";
"C2";"22uF,6.3V";"CAP_CERAMIC_0805MP";"_0805MP";"Ceramic Capacitors";"";
"IC1";"PIC12(L)F157X";"PIC12(L)F157X";"MSOP-8";"";"";
"IN";"";"M030.1PWR+SIG";"1X03-0.1PWR+SIG";"Header 3";"";
"LED1";"RGBLED_CA";"RGBLED_CA";"RGBLED3W4PIN";"RGB LED, common-anode5MM Staggered pins5mm Piranha package";"";
"OUT";"";"M030.1PWR+SIG";"1X03-0.1PWR+SIG";"Header 3";"";
"PGC";"TEST-POINT3X4";"TEST-POINT3X4";"PAD.03X.04";"Bare copper test points for troubleshooting or ICT";"";
"PGD";"TEST-POINT3X4";"TEST-POINT3X4";"PAD.03X.04";"Bare copper test points for troubleshooting or ICT";"";
"Q1";"IRLML2060TRPBF";"IRLML2060TRPBF";"SOT23-3";"";"";
"Q2";"MMBT2222A";"MMBT2222A";"SOT23-3";"";"";
"Q3";"IRLML2060TRPBF";"IRLML2060TRPBF";"SOT23-3";"";"";
"Q4";"MMBT2222A";"MMBT2222A";"SOT23-3";"";"";
"Q5";"IRLML2060TRPBF";"IRLML2060TRPBF";"SOT23-3";"";"";
"Q6";"MMBT2222A";"MMBT2222A";"SOT23-3";"";"";
"R1";"1.74 0.25W";"RESISTOR1206";"1206";"Resistor";"";
"R2";"47k";"RESISTOR0603";"0603-RES";"Resistor";"";
"R3";"1.74 0.25W";"RESISTOR1206";"1206";"Resistor";"";
"R4";"47k";"RESISTOR0603";"0603-RES";"Resistor";"";
"R5";"1.74 0.25W";"RESISTOR1206";"1206";"Resistor";"";
"R6";"47k";"RESISTOR0603";"0603-RES";"Resistor";"";
"R7";"100";"RESISTOR0603";"0603-RES";"Resistor";"";
"R8";"33";"RESISTOR0603";"0603-RES";"Resistor";"";
"R9";"100";"RESISTOR_0603MP";"_0603MP";"Resistors";"";
"U$1";"ALIGN_CROSS";"ALIGN_CROSS";"ALIGN_CROSS";"";"";
"U$2";"ALIGN_CROSS";"ALIGN_CROSS";"ALIGN_CROSS";"";"";
"U$3";"ALIGN_CROSS";"ALIGN_CROSS";"ALIGN_CROSS";"";"";
"U$4";"ALIGN_CROSS";"ALIGN_CROSS";"ALIGN_CROSS";"";"";
"U$5";"PIXIE-LOGO";"PIXIE-LOGO";"PIXIE-LOGO";"";"";
"U$6";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"U$7";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
