"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"OUT0,IN0";"1X03-0.1PWR+SIG";2;"";;;
2;"U$6,U$7";"FIDUCIAL_1MM";2;"FIDUCIAL""";;;
3;"R1,R5,R3";"1206";3;"1.74 0.25W";;;
4;"Q6,Q2,Q4";"SOT23-3";3;"MMBT2222A";;;
5;"@HOLE1,@HOLE0";"";2;"";;;
6;"C2,C1";"_0805MP";2;"22uF,6.3V";;;
7;"R2,R4,R6";"0603-RES";3;"47k";;;
8;"U$1,U$2,U$4,U$3";"ALIGN_CROSS";4;"ALIGN_CROSS";;;
9;"IC1";"MSOP-8";1;"PIC12(L)F157X";;;
10;"U$8";"PCBFEAT-REV-040";1;"";;;
11;"R9";"_0603MP";1;"100";;;
12;"PGD0,!MCLR0,PGC0";"PAD.03X.04";3;"TEST-POINT3X4";;;
13;"Q5,Q1,Q3";"SOT23-3";3;"IRLML2060TRPBF";;;
14;"R7";"0603-RES";1;"100";;;
15;"R8";"0603-RES";1;"33";;;
16;"U$5";"PIXIE-LOGO";1;"PIXIE-LOGO";;;
17;"LED1";"RGBLED3W4PIN";1;"RGBLED_CA";;;
