"Part";"Value";"Device";"Package";"Description";"";
"BAT1";"AA";"BATTERYAA-KIT";"BATTERY-AA-KIT";"Battery Holders";"";
"BAT2";"AA";"BATTERYAA-KIT";"BATTERY-AA-KIT";"Battery Holders";"";
"C1";"0.1uF";"CAPCAP-PTH-SMALL-KIT";"CAP-PTH-SMALL-KIT";"Capacitor";"";
"C2";"0.1uF";"CAPCAP-PTH-SMALL-KIT";"CAP-PTH-SMALL-KIT";"Capacitor";"";
"IC1";"AVR-MEGA8-P";"AVR-MEGA8-PKIT";"DIL28-3-SIMON-KIT";"MICROCONTROLLER";"";
"JP1";"Serial";"M06-SFENOSILK";"1X06-NOSILK";"Header 6";"";
"JP2";"";"JUMPER-2NOSILK";"SJ_2S_NO_SILK";"Jumper";"";
"JP3";"AVR_SPI_PRG_6NS";"AVR_SPI_PRG_6NS";"2X3-NS";"AVR ISP 6 Pin";"";
"JP4";"";"M08NOSILK";"1X08NOSILK";"Header 8";"";
"JP5";"";"JUMPER-2NOSILK";"SJ_2S_NO_SILK";"Jumper";"";
"JP6";"";"JUMPER-2NOSILK";"SJ_2S_NO_SILK";"Jumper";"";
"JP7";"";"JUMPER-2NOSILK";"SJ_2S_NO_SILK";"Jumper";"";
"JP8";"";"JUMPER-2NOSILK";"SJ_2S_NO_SILK";"Jumper";"";
"JP9";"";"JUMPER-2NOSILK";"SJ_2S_NO_SILK";"Jumper";"";
"JP10";"";"JUMPER-2NOSILK";"SJ_2S_NO_SILK";"Jumper";"";
"JP11";"";"JUMPER-2NOSILK";"SJ_2S_NO_SILK";"Jumper";"";
"P1-";"BUTTONPAD-2X2SINGLEKIT";"BUTTONPAD-2X2SINGLEKIT";"BUTTONPAD-2X2SINGLE-KIT";"5mm Button Pad";"";
"R1";"10K";"RESISTORAXIAL-0.3-KIT";"AXIAL-0.3-KIT";"Resistor";"";
"S1";"Power";"SWITCH-SPSTKIT";"SWITCH-SPDT_KIT";"SPST Switch";"";
"S2";"";"SWITCH-SPSTKIT";"SWITCH-SPDT_KIT";"SPST Switch";"";
"SG1";"BUZZER";"BUZZERKIT";"BUZZER-12MM-KIT";"Buzzer 12mm";"";
"U$1";"LOGO-SFENEW";"LOGO-SFENEW";"SFE-NEW-WEBLOGO";"Spark Fun Electronics PCB Logo";"";
"U$2";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"";"";
