Partlist

Exported from boardEagle.brd at 18/08/2022 09:59

EAGLE Version 9.6.2 Copyright (c) 1988-2020 Autodesk, Inc.

Assembly variant: 

Part     Value                      Package                 Library                    Position (inch)       Orientation

C1       0.1uF                      0603-CAP                SparkFun-Capacitors        (0.985 2.13)          R270
C2       4.7uF                      0603-CAP                SparkFun-Capacitors        (0.295 2.59)          R90
C3       47uF                       EIA3528                 SparkFun-Capacitors        (1.14129921 2.06499606) R270
C4       1.0uF                      0603-CAP                SparkFun-Capacitors        (1.145 1.75)          R0
C5       4.7uF                      0603-CAP                SparkFun-Capacitors        (0.56 2.53)           R270
C6       0.1uF                      0603-CAP                SparkFun-Capacitors        (0.595 1.84)          R90
C7       0.1uF                      0603-CAP                SparkFun-Capacitors        (1.15 2.42)           R90
C8       0.1uF                      0603-CAP                SparkFun-Capacitors        (1.49 1.59)           R90
C9       10uF                       EIA3216                 SparkFun-Capacitors        (0.67 2.39)           R90
C10      0.1uF                      0603-CAP                SparkFun-Capacitors        (0.68 2.57)           R90
C11      0.1uF                      0603-CAP                SparkFun-Capacitors        (1.405 2.745)         R90
C12      0.1uF                      0603-CAP                SparkFun-Capacitors        (3.235 1.92)          R90
C13      0.1uF                      0603-CAP                SparkFun-Capacitors        (3.315 1.92)          R90
C14      0.1uF                      0603-CAP                SparkFun-Capacitors        (3.405 2.22)          R270
D1       Yellow                     LED-0603                SparkFun-LED               (0.435 2.375)         R180
D2       RED                        LED-1206                SparkFun-LED               (1.12 1.46)           R0
D4                                  SOD-323                 SparkFun-DiscreteSemi      (3.155 1.92)          R270
D5                                  SOD-323                 SparkFun-DiscreteSemi      (3.48 0.4)            R90
F1       PTCSMD                     PTC-1206                SparkFun-PowerIC           (3.42 0.51)           R0
F2       PTCSMD                     PTC-1206                SparkFun-PowerIC           (1.23 2.52)           R270
FID1     FIDUCIAL1X2                FIDUCIAL-1X2            SparkFun-Aesthetics        (3.9 0.15)            R0
FID2     FIDUCIAL1X2                FIDUCIAL-1X2            SparkFun-Aesthetics        (0.1 2.75)            R0
J1       AVR_SPI_PRG_6NS            2X3-NS                  SparkFun-Connectors        (0.15 1.7)            R270
JP1      LiPo                       JST-2-SMD               SparkFun-Connectors        (0.42 2.855)          R0
JP2                                 1X03_SMD_RA_FEMALE      SparkFun-Connectors        (3.87 0.4)            R90
