"Part";"Value";"Device";"Package";"Description";"";
"C3";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C4";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"IC1";"TINY85S";"TINY85S";"SOIC8";"MICROCONTROLLER";"";
"JP1";"";"M04PTH";"1X04";"Header 4";"";
"JP2";"";"M04PTH";"1X04";"Header 4";"";
"JP3";"AVR_SPI_PRG_6PTH";"AVR_SPI_PRG_6PTH";"2X3";"AVR ISP 6 Pin";"";
"JP4";"M01PTH";"M01PTH";"1X01";"Header 1";"";
"JP5";"M01PTH";"M01PTH";"1X01";"Header 1";"";
"LED1";"Blue";"LED0603";"LED-0603";"LEDs";"";
"LED2";"Blue";"LED0603";"LED-0603";"LEDs";"";
"LED3";"White?";"LED0603";"LED-0603";"LEDs";"";
"LED4";"Yellow";"LED0603";"LED-0603";"LEDs";"";
"R1";"68";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R2";"68";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R3";"1.5K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R4";"470";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R5";"470";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"U$1";"LOGO-SFESK";"LOGO-SFESK";"SFE-LOGO-FLAME";"Spark Fun Electronics PCB Logo";"";
"U$2";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"U$3";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"U$4";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"";"";
"X1";"USBPCB";"USBPCB";"USB-A-PCB";"USB Connectors";"";
