"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"C2,C1";"_PKG_C_0805";2;"22u";;;
2;"MOD2";"SILVERTEL_AG9800M";1;"AG9805-MT";;;
3;"C6";"_PKG_C_0603";1;"2u2";;;
4;"IC1";"SOT95P280X145-5N";1;"TLV70333DBVR";;;
5;"D1";"DIOM5126X250N-NOPOL";1;"SMAJ58CA";;;
6;"C5,C4";"_PKG_C_0603";2;"100n";;;
7;"MOD1";"EBYTE-E18-MS1PA1";1;"E18-MS1PA1-IPX/PCB";;;
8;"R6,R5";"TP_DUAL_1206";2;"0";;;
9;"BR1,BR2";"SOP254P665X270-4N";2;"MB6S";;;
10;"BAT1";"KEYSTONE_3001";1;"KEYSTONE 3001";;;
11;"SW1";"DSHP03TS-S";1;"DSHP03TS-S";;;
12;"SW2";"XKB-TS-1187A";1;"";;;
13;"TP18";"TP_S2751-46R";1;"TP-HOOK";;;
14;"CON1";"TC2050-IDC-NL";1;"";;;
15;"C7";"_CAP_ELCO_D8_L10.5";1;"470u";;;
16;"IC2";"SOIC127P1032X265-16N";1;"";;;
17;"R4";"_PKG_C_0603";1;"4K7";;;
18;"MOD3";"RPI-HAT-FULL";1;"RPI-HAT-FULL";;;
19;"U$1";"ELECTROLAMA";1;"LOGO-ELECTROLAMA";;;
20;"TP14,TP16,TP15,TP6,TP7,TP2,TP8,TP4,TP1,TP3,TP13,TP17,TP10,TP12,TP11,TP5,TP9";"TP_DOT";17;"TP";;;
