"Part";"Value";"Device";"Package";"Description";"";
"FRAME1";"frame";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame";"";
"JP1";"1x4";"M041X04_NO_SILK";"1X04_NO_SILK";"Header 4";"";
"JP2";"1x4";"M04NO_SILK_ALL_ROUND";"1X04_NO_SILK_ALL_ROUND";"Header 4";"";
"JP3";"1x4";"M041X04_NO_SILK";"1X04_NO_SILK";"Header 4";"";
"JP4";"1x4";"M04NO_SILK_ALL_ROUND";"1X04_NO_SILK_ALL_ROUND";"Header 4";"";
"JP5";"1x4";"M041X04_NO_SILK";"1X04_NO_SILK";"Header 4";"";
"JP6";"1x4";"M04NO_SILK_ALL_ROUND";"1X04_NO_SILK_ALL_ROUND";"Header 4";"";
"JP7";"1x4";"M041X04_NO_SILK";"1X04_NO_SILK";"Header 4";"";
"JP8";"1x4";"M04NO_SILK_ALL_ROUND";"1X04_NO_SILK_ALL_ROUND";"Header 4";"";
"LOGO1";"SFE_LOGO_FLAME.1_INCH";"SFE_LOGO_FLAME.1_INCH";"SFE_LOGO_FLAME_.1";"SFE Logo, flame only";"";
"LOGO2";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open Source Hardware Logo";"";
"U1";"GENERIC-SOIC8";"GENERIC-SOIC8";"SO08-UNIVERSAL";"A placeholder for generic narrow & wide SOIC8 foorptints - used on the DIP adapter board.";"";
"U2";"GENERIC-SOIC8";"GENERIC-SOIC8";"SO08-UNIVERSAL";"A placeholder for generic narrow & wide SOIC8 foorptints - used on the DIP adapter board.";"";
"U3";"GENERIC-SOIC8";"GENERIC-SOIC8";"SO08-UNIVERSAL";"A placeholder for generic narrow & wide SOIC8 foorptints - used on the DIP adapter board.";"";
"U4";"GENERIC-SOIC8";"GENERIC-SOIC8";"SO08-UNIVERSAL";"A placeholder for generic narrow & wide SOIC8 foorptints - used on the DIP adapter board.";"";
