"Part";"Value";"Device";"Package";"Description";"";
"C1";"0.01uF";"CAP_CERAMIC_0805";"_0805";"Ceramic Capacitors";"";
"C2";"0.01uF";"CAP_CERAMIC_0805";"_0805";"Ceramic Capacitors";"";
"C3";"0.01uF";"CAP_CERAMIC_0805";"_0805";"Ceramic Capacitors";"";
"C4";"10µF";"CAP_CERAMIC_0805";"_0805";"Ceramic Capacitors";"";
"C5";"10µF";"CAP_CERAMIC_0805";"_0805";"Ceramic Capacitors";"";
"FID1";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"";
"FID2";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"";
"FID3";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"";
"JP2";"";"HEADER-1X770MIL";"1X07_ROUND_70";"PIN HEADER";"";
"U$2";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"";
"U$3";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"";
"U$17";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"";
"U$18";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"";
"U1";"ADXL377";"ACCEL_ADXL377";"LFCSP16_LQ";"ADXL377 +/-200g 3-Axis Analog Accelerometer";"";
"U2";"RT9193";"VREG_SOT23-5";"SOT23-5";"SOT23-5 Fixed Voltage Regulators";"";
