"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"R3";"0805-NO";1;"1.87M";;;
2;"LED1";"CHIPLED_0805_NOOUTLINE";1;"RED";;;
3;"U$25";"SYMBOL_PLUS";1;"";;;
4;"R13,R4";"0805-NO";2;"200K";;;
5;"B1";"JSTPH2";1;"JST 2-PH";;;
6;"R5,R20,R14,R8";"0805-NO";4;"1K";;;
7;"R6";"0805-NO";1;"270K";;;
8;"C2";"0805-NO";1;"2.2uF";;;
9;"R1";"_0805MP";1;"1.87M";;;
10;"L1";"INDUCTOR_5X5MM_TDK_VLC5045";1;"6.8uH";;;
11;"U$11,U$10";"MOUNTINGHOLE_2.5_PLATED";2;"MOUNTINGHOLE2.5";;;
12;"R2";"_0805MP";1;"340K";;;
13;"R7,R17";"0805-NO";2;"100K";;;
14;"CN1";"USB_HOST-PTH";1;"USBA_FEMALE";;;
15;"LED2";"CHIPLED_0805_NOOUTLINE";1;"BLUE";;;
16;"U2";"QFN20_4MM";1;"MCP73871";;;
17;"JP2";"1X08_ROUND";1;"";;;
18;"CN4";"4UCONN_20329";1;"MicroUSB";;;
19;"FID1,FID2,FID3";"FIDUCIAL_1MM";3;"FIDUCIAL""";;;
20;"DONE0";"CHIPLED_0805_NOOUTLINE";1;"GREEN";;;
21;"R16";"0805-NO";1;"1.0K";;;
22;"U$26";"SYMBOL_MINUS";1;"";;;
23;"C6";"C1210";1;"100uF";;;
24;"U1";"PVQFN-16";1;"TPS61090RSAR";;;
25;"C1,C7,C8";"0805-NO";3;"10uF";;;
26;"U$45";"ADAFRUIT_3.5MM";1;"";;;
27;"THERM0";"0805-NO";1;"15K";;;
28;"R10";"0805-NO";1;"49.9K";;;
29;"R11";"0805-NO";1;"75K 1%";;;
30;"R9";"0805-NO";1;"43K";;;
31;"R12";"0805-NO";1;"49.9K 1%";;;
32;"X1";"TERMBLOCK_1X2-3.5MM";1;"";;;
33;"T1";"SC59-BEC";1;"MMUN2133LT1G";;;
34;"C4";"0805_10MGAP";1;"0.1uF";;;
35;"CHRG/LBO0";"CHIPLED_0805_NOOUTLINE";1;"ORANGE";;;
36;"U$12";"PCBFEAT-REV-040";1;"";;;
37;"U$28";"ADAFRUIT_5MM";1;"";;;
