"Part";"Value";"Device";"Package";"Description";"";
"C1";"22pF";"CAP0402";"C0402";"Capacitor";"";
"C2";"22pF";"CAP0402";"C0402";"Capacitor";"";
"C3";"33nF";"CAP0402";"C0402";"Capacitor";"";
"C4";"2.2nF";"CAP0402";"C0402";"Capacitor";"";
"C5";"4.7pF";"CAP0402";"C0402";"Capacitor";"";
"C6";"1.0pF";"CAP0402";"C0402";"Capacitor";"";
"C7";"1.5pF";"CAP0402";"C0402";"Capacitor";"";
"C8";"10nF";"CAP0402";"C0402";"Capacitor";"";
"C9";"1nF";"CAP0402";"C0402";"Capacitor";"";
"C10";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"FID1";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";
"FID2";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";
"J$1";"SMA_EDGE";"SMA_EDGE";"SMA-EDGE";"SMA Antenna Connector";"";
"JP1";"";"M08";"1X08";"Header 8";"";
"L1";"3.9nH";"INDUCTOR0402";"C0402";"Inductors";"";
"L2";"2.7nH";"INDUCTOR0402";"C0402";"Inductors";"";
"L3";"8.2nH";"INDUCTOR0402";"C0402";"Inductors";"";
"Q1";"16MHz";"CRYSTAL5X3";"CRYSTAL-SMD-5X3";"Crystals";"";
"R1";"1M";"RESISTOR0402";"C0402";"Resistor";"";
"R2";"22K";"RESISTOR0402";"C0402";"Resistor";"";
"U$5";"LOGO-SFENEW";"LOGO-SFENEW";"SFE-NEW-WEBLOGO";"Spark Fun Electronics PCB Logo";"";
"U1";"NRF24L01SMD";"NRF24L01SMD";"QFN20";"2.4GHz Low Power Transceiver";"";
"U2";"V_REG_LDOSMD";"V_REG_LDOSMD";"SOT23-5";"Voltage Regulator LDO";"";
