"Part";"Value";"Device";"Package";"Description";"BOM";
"C1";"";"C-USC0805K";"C0805K";"CAPACITOR, American symbol";"";
"C2";"";"C-USC0805K";"C0805K";"CAPACITOR, American symbol";"";
"C3";"";"C-USC0805K";"C0805K";"CAPACITOR, American symbol";"";
"C4";"";"C-USC0805K";"C0805K";"CAPACITOR, American symbol";"";
"C5";"";"C-USC0805K";"C0805K";"CAPACITOR, American symbol";"";
"C6";"";"C-USC0805K";"C0805K";"CAPACITOR, American symbol";"";
"C7";"";"C-USC0805K";"C0805K";"CAPACITOR, American symbol";"";
"C8";"";"C-USC0805K";"C0805K";"CAPACITOR, American symbol";"";
"CN1";"1X4SMT";"1X4SMT";"1X4-SMT";"4-pin connector";"";
"CN2";"1X4SMT";"1X4SMT";"1X4-SMT";"4-pin connector";"";
"FID1";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID3";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"LED1";"WS28115050";"WS28115050";"WS28115050";"";"";
"LED2";"WS28115050";"WS28115050";"WS28115050";"";"";
"LED3";"WS28115050";"WS28115050";"WS28115050";"";"";
"LED4";"WS28115050";"WS28115050";"WS28115050";"";"";
"LED5";"WS28115050";"WS28115050";"WS28115050";"";"";
"LED6";"WS28115050";"WS28115050";"WS28115050";"";"";
"LED7";"WS28115050";"WS28115050";"WS28115050";"";"";
"LED8";"WS28115050";"WS28115050";"WS28115050";"";"";
"U$2";"MOUNTINGHOLE2.0";"MOUNTINGHOLE2.0";"MOUNTINGHOLE_2.0_PLATED";"Mounting Hole";"";
"U$3";"MOUNTINGHOLE2.0";"MOUNTINGHOLE2.0";"MOUNTINGHOLE_2.0_PLATED";"Mounting Hole";"";
