"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"D1";"SOD-323";1;"1N4148";;;
2;"U$3,U$1";"FIDUCIAL_1MM";2;"FIDUCIAL_1MM";;;
3;"U$4,U$6";"MOUNTINGHOLE_2.5_PLATED";2;"MOUNTINGHOLE2.5";;;
4;"U2";"SOT23-5";1;"AP2112K-3.3";;;
5;"R6,R5";"0603-NO";2;"10K";;;
6;"C2,C3";"0805-NO";2;"10UF";;;
7;"JP1";"1X09_ROUND_70";1;"";;;
8;"C1";"0603-NO";1;"0.1uF";;;
9;"U1";"LGA14";1;"ADXL343";;;
10;"R8";"RESPACK_4X0603";1;"10K";;;
11;"Q3";"SOT363";1;"2N7002D";;;
12;"U$7";"PCBFEAT-REV-040";1;"";;;
13;"U$5";"ADAFRUIT_3.5MM";1;"";;;
