"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"@HOLE5,@HOLE4,@HOLE2,@HOLE3,@HOLE1,@HOLE0";"";6;"";;;
2;"STANDOFF3,STANDOFF1,STANDOFF4,STANDOFF2";"STAND-OFF";4;"STAND-OFF";;;
3;"C6";"CAP-PTH-SMALL2";1;"0.1uF";;;
4;"U2";"DIP08";1;"TINY85-20-DIP";;;
5;"S1";"SWITCH-SPDT";1;"Power";;;
6;"LED1";"LED5MM";1;"";;;
7;"FRAME2";"CREATIVE_COMMONS";1;"FRAME-LETTER";;;
8;"SG1";"BUZZER-12MM";1;"Buzzer";;;
9;"JP3";"1X02";1;"Water Sensor";;;
10;"BAT1";"BATTCOM_20MM_PTH";1;"";;;
11;"U$1";"SFE-LOGO-FLAME";1;"LOGO-SFESK";;;
12;"U$4";"OSHW-LOGO-S";1;"OSHW-LOGOS";;;
13;"JP4";"1X06";1;"ISP";;;
14;"U$5";"SFE-NEW-WEB";1;"LOGO-SFENW2";;;
