"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"@HOLE2,@HOLE0,@HOLE3,@HOLE1";"";4;"";;;
2;"C18,C25,C22,C26,C19,C21";"0805";6;"10µF";;;
3;"C11,C17,C20,C16,C24,C14";"0805";6;"0.1µF";;;
4;"R15,R16,R13,R14,R7,R11,R17,R9,R12,R18";"0805";10;"10K";;;
5;"C5,C9,C6,C10";"0805";4;"NC";;;
6;"U1";"HVQFN40-6X6";1;"PN532";;;
7;"L2,L1";"0805";2;"FERRITE";;;
8;"R10,R8";"0805";2;"TBD";;;
9;"R2";"0805";1;"1.69K";;;
10;"Q4,Q1,Q3,Q6,Q2";"SOT23-WIDE";5;"BSS138";;;
11;"U2";"SOT23-5";1;"ADP122(3.3V)";;;
12;"C4,C3";"0805";2;"220pF";;;
13;"JP2";"1X06_ROUND_70";1;"";;;
14;"TP5";"TESTPOINT_PAD_2MM";1;"TX1_PRE";;;
15;"C8,C7";"0805";2;"100pF";;;
16;"TP7";"TESTPOINT_PAD_2MM";1;"RX";;;
17;"TP1";"TESTPOINT_PAD_2MM";1;"TX1_POST";;;
18;"R1";"0805";1;"1.0K";;;
19;"U$3";"ADAFRUIT_TEXT_30MM";1;"";;;
20;"JP6";"1X06-BIG";1;"";;;
21;"JP4,JP1";"1X08_ROUND_70";2;"";;;
22;"TP3";"TESTPOINT_PAD_2MM";1;"TX2_POST";;;
23;"TP2,TP6";"TESTPOINT_PAD_2MM";2;"TGND";;;
24;"R6,R5";"R0201";2;"NC";;;
25;"U3";"ARDUINOR3-NODIM";1;"ARDUINOR3NODIM";;;
26;"L4,L3";"0805";2;"560nH";;;
27;"C2,C1";"0805";2;"22pF";;;
28;"LED2";"CHIPLED_0805";1;"IRQ";;;
29;"Y1";"CRYSTAL_3.2X2.5";1;"27.12MHz";;;
30;"SJ2,SJ1";"SOLDERJUMPER_REFLOW_NOPASTE";2;"";;;
31;"R3,R4";"0805";2;"1.5";;;
32;"C13,C12";"0805";2;"33pF";;;
33;"LED1";"CHIPLED_0805";1;"PWR";;;
34;"C15";"0805";1;"1000pF";;;
35;"TP4";"TESTPOINT_PAD_2MM";1;"TX2_PRE";;;
36;"FID2,FID1";"FIDUCIAL-1X2.5";2;"FIDUCIAL1X2.5";;;
37;"JP3";"1X10_ROUND70";1;"";;;
38;"U$50";"OSHWLOGO_TOP_0.2";1;"";;;
