"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"LED1";"EVERLIGHT_45-21";1;"45-21/LK2C-B38452C4CB2/2T";;;
2;"R5";"_0805";1;"TBD";;;
3;"C1";"_0805";1;"0.1µF";;;
4;"R6,R1,R4,R3,R2";"_0805";5;"10K";;;
5;"FID1,FID2";"FIDUCIAL_1MM";2;"FIDUCIAL""";;;
6;"JP1";"1X07_ROUND_70";1;"";;;
7;"Q3,Q2,Q1";"SOT23-WIDE";3;"BSS138";;;
8;"U$2";"ADAFRUIT_2.5MM";1;"";;;
9;"U$14,U$8";"MOUNTINGHOLE_2.5_PLATED";2;"MOUNTINGHOLE2.5";;;
10;"U2";"SOT23-5";1;"RT9193";;;
11;"C2,C3";"_0805";2;"10µF";;;
12;"U1";"TCS3472_FN6";1;"TCS34725";;;
13;"U$18";"ADAFRUIT_5MM";1;"";;;
