"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"G***";"SirBoard127x40";1;"LOGO";;;
2;"G***";"logo76x107";1;"LOGO";;;
3;"G***";"logo42x59";1;"LOGO";;;
4;"U1";"SOT-23-5";1;"AP2127K-3.3";;;
5;"C2,C1";"C_0805_2012Metric";2;"10uF";;;
6;"U2";"SOIC-16_3.9x9.9mm_P1.27mm";1;"4050";;;
7;"DM3AT";"microSD_HC_Hirose_DM3AT-SF-PEJM5";1;"Micro_SD_Card_Det";;;
8;"J1";"PinHeader_1x08_P2.54mm_Vertical";1;"Conn_01x08";;;
9;"R6";"R_0603_1608Metric";1;"1K";;;
10;"STAT";"LED_0603_1608Metric";1;"LED";;;
