Partlist

Exported from boardEagle.brd at 20/08/2022 02:36

EAGLE Version 9.6.2 Copyright (c) 1988-2020 Autodesk, Inc.

Assembly variant: 

Part     Value              Package                 Library                    Position (inch)       Orientation

C1       0.1uF              0603                    SparkFun-Capacitors        (1.54420472 0.9668622) R0
C2       0.1uF              0603                    SparkFun-Capacitors        (1.90120472 0.9643622) R0
C3       0.1uF              0603                    SparkFun-Capacitors        (2.24920472 0.9693622) R0
C4       0.1uF              0603                    SparkFun-Capacitors        (2.60020472 0.9671122) R0
C5       0.1uF              0603                    SparkFun-Capacitors        (2.95020472 0.9693622) R0
C6       10uF               0603                    SparkFun-Capacitors        (3.61250787 1.325)    R180
C8       0.1uF              0603                    SparkFun-Capacitors        (3.52500787 1.05)     R270
C9       22uF               0805                    SparkFun-Capacitors        (3.84450787 1.3625)   R90
C10      10uF               0805                    SparkFun-Capacitors        (3.22625787 1.36125)  R90
C11      0.1uF              0603                    SparkFun-Capacitors        (3.46875787 2.625)    R90
C12      10uF               EIA3216                 SparkFun-Capacitors        (3.62500787 2.6)      R180
C13      10uF               0805                    SparkFun-Capacitors        (3.15875787 1.36125)  R90
C14      10uF               0603                    SparkFun-Capacitors        (3.33125787 1.3275)   R0
C15      22uF               0805                    SparkFun-Capacitors        (3.71050787 1.3625)   R90
C16      22uF               0805                    SparkFun-Capacitors        (3.77800787 1.3625)   R90
D1       WS2812B            WS2812B                 SparkFun-LED               (1.55020472 1.1273622) R0
D2       WS2812B            WS2812B                 SparkFun-LED               (1.90020472 1.1273622) R0
D3       WS2812B            WS2812B                 SparkFun-LED               (2.25020472 1.1273622) R0
D4       WS2812B            WS2812B                 SparkFun-LED               (2.60020472 1.1273622) R0
D5       WS2812B            WS2812B                 SparkFun-LED               (2.95020472 1.1273622) R0
D6       3A/10V/280mV       SOD-323                 SparkFun-DiscreteSemi      (3.75 0.65)           R270
D7       RED                LED-0603                SparkFun-LED               (3.14500787 1.48675)  R90
D8       3.6V               SOD-323                 SparkFun-DiscreteSemi      (2.25 0.8)            R180
D9       RED                LED-0603                SparkFun-LED               (3.84700787 2.2325)   R90
D10      3.6V               SOD-323                 SparkFun-DiscreteSemi      (3.45 0.8)            R180
D11      RED                LED-0603                SparkFun-LED               (3.84400787 1.531)    R90
D12      3.6V               SOD-323                 SparkFun-DiscreteSemi      (1.05 0.8)            R180
D13      3.6V               SOD-323                 SparkFun-DiscreteSemi      (2.65 0.8)            R180
D14      3A/10V/280mV       SOD-323                 SparkFun-DiscreteSemi      (3.65 0.65)           R270
D15      3.6V               SOD-323                 SparkFun-DiscreteSemi      (1.45 0.8)            R180
D16      3A/10V/280mV       SOD-323                 SparkFun-DiscreteSemi      (3.05 1.5)            R90
D17      3.6V               SOD-323                 SparkFun-DiscreteSemi      (1.85 0.8)            R180
D18      120mA/40V/370mV    SOD-523                 SparkFun-DiscreteSemi      (3.22 1.6)            R180
D19      3.6V               SOD-323                 SparkFun-DiscreteSemi      (3.05 0.8)            R180
