"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"U$23,U$9,U$11";"FIDUCIAL_1MM";3;"FIDUCIAL";;;
2;"IC4";"SOT23";1;"APX803-SAG";;;
3;"Q3,Q4,Q2";"SOT23-WIDE";3;"BSS138";;;
4;"U$16,U$15,U$7,U$17";"MOUNTINGHOLE_3.0_PLATEDTHIN";4;"MOUNTINGHOLE3.0THIN";;;
5;"R12,R11,R9,R14,R8,R16,R10,R15,R13";"0805-NO";9;"10K";;;
6;"C1,C4,C3,C5";"0805-NO";4;"10uF";;;
7;"SJ2,SJ1,SJ4,SJ3";"SOLDERJUMPER_ARROW_NOPASTE";4;"";;;
8;"R4,R2,R1,R3";"0805-NO";4;"10";;;
9;"U$19";"ADAFRUIT_TEXT_30MM";1;"";;;
10;"JP1,JP2";"1X20_ROUND";2;"";;;
11;"R5";"0805-NO";1;"2.2K";;;
12;"IC3,IC2";"SO20W";2;"74LVC245";;;
13;"R6";"R0805";1;"10K";;;
14;"R7";"0805-NO";1;"1K";;;
15;"IC1";"SOT23-5L";1;"MIC5225-3.3";;;
16;"X1";"MICROSD";1;"microSD";;;
17;"U$10";"TFT_2.83IN_240X320_50PIN";1;"2.8" CTP ILI9341";;;
