"Part";"Value";"Device";"Package";"Description";"";
"C1";"";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"IC1";"PIC16F88-SSOP";"PIC16F88-SSOP";"SSOP20";"PIC 16F8x";"";
"JP1";"";"M06LOCK";"1X06_LOCK";"Header 6";"";
"JP2";"";"M06LOCK";"1X06_LOCK";"Header 6";"";
"JP3";"";"M03PTH";"1X03";"Header 3";"";
"JP4";"";"M03SCREW_LOCK";"SCREWTERMINAL-3.5MM-3_LOCK.007S";"Header 3";"";
"Q1";"TRANSISTOR_PNPSMD";"TRANSISTOR_PNPSMD";"SOT23-3";"";"";
"R1";"";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R2";"TRIMPOTSMD";"TRIMPOTSMD";"TRIMPOT-3MM";"";"";
"TP1";"";"TEST-POINT3X5";"PAD.03X.05";"";"";
"U$1";"PIC-ICSP-MINI";"PIC-ICSP-MINI";"PIC-ICSP-MINI";"PIC-ICSP-Mini";"";
"U$2";"LOGO-FLAME-LARGE";"LOGO-FLAME-LARGE";"LOGO-FLAME-LARGE";"";"";
"U$3";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"U$4";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"U$5";"LOGO-SFENEW";"LOGO-SFENEW";"SFE-NEW-WEBLOGO";"Spark Fun Electronics PCB Logo";"";
"Y1";"RESONATORSMD";"RESONATORSMD";"RESONATOR-SMD";"Resonator";"";
