"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"C7,C4,C5";"0805-NO";3;"10uF";;;
2;"C8";"0805-NO";1;"1uF";;;
3;"D3";"SOD-323";1;"1N4148";;;
4;"SJ3";"SOLDERJUMPER_ARROW_NOPASTE";1;"+100mA";;;
5;"U$32";"PCBFEAT-REV-040";1;"";;;
6;"IC1";"TSSOP20-5.3MMBODY";1;"AR1100_SSOP";;;
7;"C2";"_0805MP";1;"1uF";;;
8;"TP8,TP1,TP10,TP7,TP4,TP3,TP2,TP6,TP5,TP12,TP9,TP11,TP13";"TP15SQ";13;"TPTP15SQ";;;
9;"R9,R10,R6,R8,R11,R12";"RESPACK_4X0603";6;"33";;;
10;"C3,C1";"0805-NO";2;"0.1uF";;;
11;"SJ2";"SOLDERJUMPER_ARROW_NOPASTE";1;"+25mA";;;
12;"FID1,FID2,FID3";"FIDUCIAL_1MM";3;"FIDUCIAL""";;;
13;"FB1,FB2";"_0805MP";2;"FERRITE";;;
14;"L1";"INDUCTOR_5X5MM_NR5040_NOTHERMALS";1;"6.8uH power L CID 2276";;;
15;"U$30,U$31";"ADAFRUIT_TEXT_30MM";2;"";;;
16;"D1";"SMADIODE";1;"MM3Z24VT1G";;;
17;"R14,R1";"0805-NO";2;"20K";;;
18;"R7,R3,R4";"0805-NO";3;"12Ω";;;
19;"Y1";"RESONATOR-SMD";1;"12MHz";;;
20;"FB4";"_0805MP";1;"FERITE";;;
21;"R2";"0805-NO";1;"6Ω";;;
22;"D2";"SOD-123";1;"MBR0540";;;
23;"R5";"_0805MP";1;"20K";;;
24;"SJ1";"SOLDERJUMPER_ARROW_NOPASTE";1;"+50mA";;;
25;"X1";"4UCONN_20329";1;"MicroUSB";;;
26;"R13";"0805-NO";1;"470";;;
27;"U3";"SOT23-5@1";1;"FAN5333BSX";;;
28;"LED1";"CHIPLED_0805_NOOUTLINE";1;"RED";;;
29;"J1";"4-1734839-0";1;"40PINFPCM4-1734839-0";;;
30;"FB3";"_0805MP";1;"Ferrite";;;
31;"RPI1";"PI_HAT_SMT_SLOTS";1;"RASPBERRYPI_BPLUS-SMT+SLOTS";;;
