"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"U$14";"ADAFRUIT_5MM";1;"";;;
2;"U$9,U$10,U$8,U$7";"MOUNTINGHOLE_2.5_PLATED_THICK";4;"MOUNTINGHOLE2.5_THICK";;;
3;"X2";"USB_HOST-PTH";1;"05241";;;
4;"U2";"SOIC16WIDE";1;"ADuM5000";;;
5;"FID3,FID2,FID1";"FIDUCIAL_1MM";3;"FIDUCIAL""";;;
6;"X3";"USB-MINIB_LARGER";1;"06564";;;
7;"C1,C7,C5,C4,C3,C8,C2,C10";"0805-NO";8;"0.1uF";;;
8;"R1,R3,R2";"0805-NO";3;"24";;;
9;"D1";"CHIPLED_0805_NOOUTLINE";1;"GREEN";;;
10;"SW1";"EG1390";1;"";;;
11;"U1";"SOIC16WIDE";1;"ADuM4160";;;
12;"C9,C6";"0805-NO";2;"10uF";;;
13;"R4";"_0805MP";1;"24";;;
14;"R5";"0805-NO";1;"1K";;;
15;"U$16";"ADAFRUIT_TEXT_30MM";1;"";;;
