"Part";"Value";"Device";"Package";"Description";"";
"C1";"1µF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"C2";"1µF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"FB1";"MMZ2012Y152B";"FERRITE0805";"0805";"Ferrite Bead";"";
"FB2";"MMZ2012Y152B";"FERRITE0805";"0805";"Ferrite Bead";"";
"FID1";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"";
"FID2";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"";
"JP1";"";"HEADER-1X1070MIL";"1X10_ROUND70";"PIN HEADER";"";
"R1";"10K";"RESISTOR0805";"0805";"Resistors";"";
"R2";"10K";"RESISTOR0805";"0805";"Resistors";"";
"R3";"10K";"RESISTOR0805";"0805";"Resistors";"";
"R4";"10K";"RESISTOR0805";"0805";"Resistors";"";
"U$13";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"";
"U$14";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"";
"U1";"ADS1115IDGST";"ADC_ADS1015";"MSOP10";"ADS1015 - 12-bit 4-Channel I2C ADC with Internal PGA";"";
