"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"INP0";"PAD-JUMPER-3-2OF3_NC_BY_PASTE_YES_SILK_FULL_BOX";1;"JUMPER-PAD-3-2OF3_NC_BY_PASTE";;;
2;"FID2,FID1";"FIDUCIAL-1X2";2;"FIDUCIAL1X2";;;
3;"U2";"SOT23-5";1;"AP2202-ADJ";;;
4;"R8,R1,R5";"0603-RES";3;"1K";;;
5;"LOGO1";"SFE_LOGO_NAME_.1";1;"SFE_LOGO_NAME.1_INCH";;;
6;"C2";"0603-CAP";1;"2.2uF";;;
7;"LOGO2,LOGO4";"OSHW-LOGO-S";2;"OSHW-LOGOS";;;
8;"R6";"0603-RES";1;"16.2k";;;
9;"R3,R4";"0603-RES";2;"10K";;;
10;"LED0";"LED-0603";1;"BLUE";;;
11;"FRAME1";"CREATIVE_COMMONS";1;"FRAME-LETTER";;;
12;"REG0";"PAD-JUMPER-2-NC_BY_PASTE_YES_SILK";1;"JUMPER-PAD-2-NC_BY_PASTE";;;
13;"U1";"BC118";1;"";;;
14;"LED1";"LED-0603";1;"RED";;;
15;"LEDS0";"PAD-JUMPER-3-NC_BY_PASTE_YES_SILK_FULL_BOX";1;"JUMPER-PAD-3-NC_BY_PASTE";;;
16;"JP1";"FTDI_BASIC";1;"FTDI_BASICPTH";;;
17;"C3";"0603-CAP";1;"1.0uF";;;
18;"R2";"0603-RES";1;"100k";;;
19;"R7";"0603-RES";1;"26.7k";;;
20;"JP2,JP3";"1X09";2;"M09";;;
21;"JP4";"1X06";1;"";;;
22;"Q1";"SOT23";1;"BSS138";;;
23;"C1";"0603-CAP";1;"10nF";;;
24;"LOGO3";"SFE_LOGO_NAME_FLAME_.1";1;"SFE_LOGO_NAME_FLAME.1_INCH";;;
