"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"U$4,U$5";"SYMBOL_MINUS";2;"";;;
2;"U$2,U$7";"SYMBOL_PLUS";2;"";;;
3;"CONN3,CONN4";"JST_SH4";2;"STEMMA_I2C_QT";;;
4;"R1";"RESPACK_4X0603";1;"10K";;;
5;"FID3,FID4";"FIDUCIAL_1MM";2;"FIDUCIAL_1MM";;;
6;"C4";"0603-NO";1;"0.1uF";;;
7;"X1";"TERMBLOCK_1X2-3.5MM";1;"3.5mm Terminal Block";;;
8;"JP1";"1X06_ROUND_70";1;"";;;
9;"D1";"CHIPLED_0603_NOOUTLINE";1;"GREEN";;;
10;"U1";"SOT23-6";1;"MCP4725A1T-E/CH";;;
11;"U$27,U$25,U$20,U$21";"MOUNTINGHOLE_2.5_PLATED";4;"MOUNTINGHOLE2.5";;;
12;"C3";"0805-NO";1;"10uF";;;
13;"U$29";"ADAFRUIT_3.5MM";1;"";;;
14;"U$31,U$32";"STEMMAQT";2;"";;;
15;"SJ1";"SOLDERJUMPER_ARROW_NOPASTE";1;"";;;
16;"U$8";"PCBFEAT-REV-040";1;"";;;
