"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"R6";"RESPACK_4X0603";1;"10K";;;
2;"JP3";"1X16_ROUND_76MIL";1;"";;;
3;"U$12";"SYMBOL_PLUS";1;"";;;
4;"FID2,FID1";"FIDUCIAL_1MM";2;"FIDUCIAL_1MM";;;
5;"J1";"TERMBLOCK_1X2-3.5MM";1;"3.5mm";;;
6;"A1,A0";"SOLDERJUMPER_REFLOW_NOPASTE";2;"";;;
7;"C1";"0805-NO@1";1;"1uF";;;
8;"U1";"SOT23-8";1;"INA219BIDCNT";;;
9;"U$16";"ADAFRUIT_3.5MM";1;"";;;
10;"MS1";"FEATHERWING";1;"FEATHERWING";;;
11;"JP2";"1X02_ROUND";1;"";;;
12;"U$13";"SYMBOL_MINUS";1;"";;;
13;"R5";"2512";1;"0.1/1% (PT2512FK-070R1L)";;;
14;"JP1";"1X12_ROUND_76MIL";1;"";;;
15;"SW1";"BTN_KMR2_4.6X2.8";1;"KMR2";;;
16;"U$17";"PCBFEAT-REV-040";1;"";;;
17;"U$15";"FEATHERLOGO_SMALL";1;"";;;
