"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"R1";"0402-TIGHT";1;"1k";;;
2;"R5,R4";"0402-TIGHT";2;"10k";;;
3;"J1";"M.2-CARD-E-22";1;"MICROMOD-2222";;;
4;"R3,R2";"0402-TIGHT";2;"27OHM";;;
5;"U$6,U$3";"NRF528400";2;"";;;
6;"Y1";"CRYSTAL-SMD-3.2X1.5MM";1;"32.768kHz";;;
7;"D2";"SOD-323";1;"1A/23V/620mV";;;
8;"C2,C3";"0402-TIGHT";2;"15pF";;;
9;"C4,C5";"0402-TIGHT";2;"10uF";;;
10;"U$1";"MICROMOD_MI_LOGO_.35";1;"";;;
11;"FD1,FD2,FD3,FD4";"FIDUCIAL-MICRO";4;"FIDUCIALUFIDUCIAL";;;
12;"FRAME1";"CREATIVE_COMMONS";1;"FRAME-LEDGER";;;
13;"C6,C1";"0402-TIGHT";2;"0.1uF";;;
14;"LOGO2";"SFE_LOGO_FLAME_.1";1;"SFE_LOGO_FLAME.1_INCH";;;
15;"D1";"LED-0603";1;"BLUE";;;
16;"U2";"MDBT50Q";1;"MDBT50Q";;;
17;"LOGO4";"ORDERING_INSTRUCTIONS";1;"SPECIAL_INSTRUCTIONS-ORDERING";;;
18;"U$2";"STAT0";1;"";;;
19;"U1";"WSON-8-6X5";1;"W25QXX128MBIT-6X5";;;
20;"LOGO3";"OSHW-LOGO-MINI";1;"OSHW-LOGOMINI";;;
21;"LOGO1";"SFE_LOGO_NAME_FLAME_.1";1;"SFE_LOGO_NAME_FLAME.1_INCH";;;
22;"U$5";"MICROMOD_LOGO_.35";1;"";;;
