"Part";"Value";"Device";"Package";"Description";"";
"JP1";"";"HEADER-1X23";"1X23_ROUND_70MIL";"";"";
"JP2";"";"HEADER-1X23";"1X23_ROUND_70MIL";"";"";
"JP3";"";"HEADER-1X23";"1X23_ROUND_70MIL";"";"";
"JP4";"";"HEADER-1X23";"1X23_ROUND_70MIL";"";"";
"JP5";"";"HEADER-1X1176MIL";"1X11_ROUND_76";"";"";
"JP6";"";"HEADER-1X1176MIL";"1X11_ROUND_76";"";"";
"JP7";"V_3.3V";"HEADER-1X870MIL";"1X08_ROUND_70";"PIN HEADER";"";
"JP8";"V_GND";"HEADER-1X870MIL";"1X08_ROUND_70";"PIN HEADER";"";
"JP9";"";"HEADER-1X476MIL";"1X04_ROUND_76";"PIN HEADER";"";
"JP10";"";"HEADER-1X476MIL";"1X04_ROUND_76";"PIN HEADER";"";
"JP11";"";"HEADER-1X1176MIL";"1X11_ROUND_76";"";"";
"JP12";"";"HEADER-1X1176MIL";"1X11_ROUND_76";"";"";
"JP13";"";"HEADER-1X1176MIL";"1X11_ROUND_76";"";"";
"JP14";"";"HEADER-1X1176MIL";"1X11_ROUND_76";"";"";
"JP15";"";"HEADER-1X1176MIL";"1X11_ROUND_76";"";"";
"JP16";"";"HEADER-1X1176MIL";"1X11_ROUND_76";"";"";
"JP17";"";"HEADER-1X1176MIL";"1X11_ROUND_76";"";"";
"JP18";"";"HEADER-1X1176MIL";"1X11_ROUND_76";"";"";
"JP19";"";"HEADER-1X1176MIL";"1X11_ROUND_76";"";"";
"JP20";"";"HEADER-1X1176MIL";"1X11_ROUND_76";"";"";
"JP21";"";"HEADER-1X1176MIL";"1X11_ROUND_76";"";"";
"JP22";"";"HEADER-1X1176MIL";"1X11_ROUND_76";"";"";
"JP23";"";"HEADER-1X1176MIL";"1X11_ROUND_76";"";"";
"JP24";"V_5V";"HEADER-1X870MIL";"1X08_ROUND_70";"PIN HEADER";"";
"JP26";"";"HEADER-1X676MIL";"1X06_ROUND_76";"PIN HEADER";"";
"JP34";"";"HEADER-1X376MIL";"1X03_ROUND_76";"PIN HEADER";"";
"JP35";"";"HEADER-1X376MIL";"1X03_ROUND_76";"PIN HEADER";"";
"U$2";"BEAGLEBONE_OUTLINE";"BEAGLEBONE_OUTLINE";"BEAGLEBONE_SHIELD";"";"";
"U$22";"MOUNTINGHOLE3.0THIN";"MOUNTINGHOLE3.0THIN";"MOUNTINGHOLE_3.0_PLATEDTHIN";"Mounting Hole";"";
"U$23";"MOUNTINGHOLE3.0THIN";"MOUNTINGHOLE3.0THIN";"MOUNTINGHOLE_3.0_PLATEDTHIN";"Mounting Hole";"";
"U1";"";"BREAKOUT_SOIC8";"BREAKOUT_SOIC8";"SOIC8 IC Breakout";"";
"U2";"";"BREAKOUT_SOT23-6";"BREAKOUT_SOT23-6";"IC Breakout SOT23-6";"";
