"Part";"Value";"Device";"Package";"Description";"DESIGNER";"PROD_ID";"REV";"VALUE";
"A1";"2.4GHZ-3.2X1.6MM";"ANTENNA2.4GHZ-8.0X1.0MM";"ANT-2.4GHZ-8.0X1.0MM";"Single-ended Antennae";"";"ANT-14377";"";"";
"C1";"0.47uF";"470NF-0402_TIGHT-6.3V-10%-X5R";"0402-TIGHT";"0.47uF/470nF ceramic capacitors";"";"CAP-14242";"";"0.47uF";
"C2";"4.7uF";"4.7UF-0402_TIGHT-6.3V-20%-X5R";"0402-TIGHT";"4.7µF ceramic capacitors";"";"CAP-14240";"";"4.7uF";
"C3";"2.2uF";"2.2UF-0402_TIGHT-10V-10%-X5R";"0402-TIGHT";"2.2µF ceramic capacitors";"";"CAP-14232";"";"2.2uF";
"C4";"1.0uF";"1.0UF-0402-TIGHT-16V-10%";"0402-TIGHT";"1µF ceramic capacitors";"";"CAP-12417";"";"1.0uF";
"C5";"2.2uF";"2.2UF-0402_TIGHT-10V-10%-X5R";"0402-TIGHT";"2.2µF ceramic capacitors";"";"CAP-14232";"";"2.2uF";
"C6";"6pF";"6PF-0402-TIGHT-50V-0.5%";"0402-TIGHT";"6pF ceramic capacitors";"";"CAP-13455";"";"6pF";
"C7";"6pF";"6PF-0402-TIGHT-50V-0.5%";"0402-TIGHT";"6pF ceramic capacitors";"";"CAP-13455";"";"6pF";
"C8";"2.2uF";"2.2UF-0402_TIGHT-10V-10%-X5R";"0402-TIGHT";"2.2µF ceramic capacitors";"";"CAP-14232";"";"2.2uF";
"C11";"47nF";"47NF-0402_TIGHT-25V-10%-X7R";"0402-TIGHT";"47nF ceramic capacitors";"";"CAP-14243";"";"47nF";
"C12";"1.0uF";"1.0UF-0402-TIGHT-16V-10%";"0402-TIGHT";"1µF ceramic capacitors";"";"CAP-12417";"";"1.0uF";
"C13";"1.0uF";"1.0UF-0402-TIGHT-16V-10%";"0402-TIGHT";"1µF ceramic capacitors";"";"CAP-12417";"";"1.0uF";
"C14";"1.0uF";"1.0UF-0402-TIGHT-16V-10%";"0402-TIGHT";"1µF ceramic capacitors";"";"CAP-12417";"";"1.0uF";
"C15";"1.0uF";"1.0UF-0402-TIGHT-16V-10%";"0402-TIGHT";"1µF ceramic capacitors";"";"CAP-12417";"";"1.0uF";
"C16";"2.2uF";"2.2UF-0402_TIGHT-10V-10%-X5R";"0402-TIGHT";"2.2µF ceramic capacitors";"";"CAP-14232";"";"2.2uF";
"C17";"DNP";"DNP-CAP-0402-TIGHT";"0402-TIGHT";"0.18µF ceramic capacitor";"";"";"";"DNP";
"C18";"0.5pF";"0.5PF-0402_TIGHT-20V-PM0.05PF-NP0";"0402-TIGHT";"0.5pF ceramic capacitors";"";"CAP-14231";"";"0.5pF";
"FD3";"FIDUCIAL0.2MM";"FIDUCIAL0.2MM";"FIDUCIAL-0.2MM";"Fiducial Alignment Points";"";"";"";"";
"FD4";"FIDUCIAL0.2MM";"FIDUCIAL0.2MM";"FIDUCIAL-0.2MM";"Fiducial Alignment Points";"";"";"";"";
"FRAME1";"FRAME-LETTER";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame - Letter";"";"";"";"";
"J1";"PAD.4X.6";"PAD.4X.6";"MODULE_PAD";"";"";"";"";"";
"J2";"PAD.4X.6";"PAD.4X.6";"MODULE_PAD";"";"";"";"";"";
"J3";"PAD.4X.6";"PAD.4X.6";"MODULE_PAD";"";"";"";"";"";
"J4";"PAD.4X.6";"PAD.4X.6";"MODULE_PAD";"";"";"";"";"";
"J5";"PAD.4X.6";"PAD.4X.6";"MODULE_PAD";"";"";"";"";"";
"J6";"PAD.4X.6";"PAD.4X.6";"MODULE_PAD";"";"";"";"";"";
"J7";"PAD.4X.6";"PAD.4X.6";"MODULE_PAD";"";"";"";"";"";
"J8";"PAD.4X.6";"PAD.4X.6";"MODULE_PAD";"";"";"";"";"";
"J9";"PAD.4X.6";"PAD.4X.6";"MODULE_PAD";"";"";"";"";"";
"J10";"PAD.4X.6";"PAD.4X.6";"MODULE_PAD";"";"";"";"";"";
"J11";"PAD.4X.6";"PAD.4X.6";"MODULE_PAD";"";"";"";"";"";
"J12";"PAD.4X.6";"PAD.4X.6";"MODULE_PAD";"";"";"";"";"";
"J13";"PAD.4X.6";"PAD.4X.6";"MODULE_PAD";"";"";"";"";"";
"J14";"PAD.4X.6";"PAD.4X.6";"MODULE_PAD";"";"";"";"";"";
"J15";"PAD.4X.6";"PAD.4X.6";"MODULE_PAD";"";"";"";"";"";
"J16";"PAD.4X.6";"PAD.4X.6";"MODULE_PAD";"";"";"";"";"";
"J17";"PAD.4X.6";"PAD.4X.6";"MODULE_PAD";"";"";"";"";"";
"J18";"PAD.4X.6";"PAD.4X.6";"MODULE_PAD";"";"";"";"";"";
"J19";"PAD.4X.6";"PAD.4X.6";"MODULE_PAD";"";"";"";"";"";
"J20";"PAD.4X.6";"PAD.4X.6";"MODULE_PAD";"";"";"";"";"";
"J21";"PAD.4X.6";"PAD.4X.6";"MODULE_PAD";"";"";"";"";"";
"J22";"PAD.35X.35";"PAD.35X.35";"MODULE_MINI_PAD";"";"";"";"";"";
"J23";"PAD.4X.6";"PAD.4X.6";"MODULE_PAD";"";"";"";"";"";
"J24";"PAD.4X.6";"PAD.4X.6";"MODULE_PAD";"";"";"";"";"";
"J25";"PAD.4X.6";"PAD.4X.6";"MODULE_PAD";"";"";"";"";"";
"J26";"PAD.4X.6";"PAD.4X.6";"MODULE_PAD";"";"";"";"";"";
"J27";"PAD.4X.6";"PAD.4X.6";"MODULE_PAD";"";"";"";"";"";
"J28";"PAD.4X.6";"PAD.4X.6";"MODULE_PAD";"";"";"";"";"";
"J29";"PAD.4X.6";"PAD.4X.6";"MODULE_PAD";"";"";"";"";"";
"J30";"PAD.4X.6";"PAD.4X.6";"MODULE_PAD";"";"";"";"";"";
"J31";"PAD.4X.6";"PAD.4X.6";"MODULE_PAD";"";"";"";"";"";
"J32";"PAD.4X.6";"PAD.4X.6";"MODULE_PAD";"";"";"";"";"";
"J33";"PAD.4X.6";"PAD.4X.6";"MODULE_PAD";"";"";"";"";"";
"J34";"PAD.4X.6";"PAD.4X.6";"MODULE_PAD";"";"";"";"";"";
"J35";"PAD.4X.6";"PAD.4X.6";"MODULE_PAD";"";"";"";"";"";
"J36";"PAD.4X.6";"PAD.4X.6";"MODULE_PAD";"";"";"";"";"";
"J37";"PAD.4X.6";"PAD.4X.6";"MODULE_PAD";"";"";"";"";"";
"J38";"PAD.35X.35";"PAD.35X.35";"MODULE_MINI_PAD";"";"";"";"";"";
"J39";"PAD.4X.6";"PAD.4X.6";"MODULE_PAD";"";"";"";"";"";
"J40";"PAD.4X.6";"PAD.4X.6";"MODULE_PAD";"";"";"";"";"";
"J41";"PAD.4X.6";"PAD.4X.6";"MODULE_PAD";"";"";"";"";"";
