"Part";"Value";"Device";"Package";"Description";"";
"C1";"22pF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"C2";"22pF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"C3";"220pF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"C4";"220pF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"C5";"NC";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"C6";"NC";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"C7";"100pF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"C8";"100pF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"C9";"NC";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"C10";"NC";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"C11";"0.1µF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"C12";"33pF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"C13";"33pF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"C14";"0.1µF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"C15";"1000pF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"C16";"0.1µF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"C17";"0.1µF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"C18";"10µF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"C19";"10µF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"C20";"0.1µF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"C21";"10µF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"C22";"10µF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"C23";"0.1µF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"C24";"0.1µF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"C25";"10µF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"C26";"10µF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"CN1";"FTDI";"FTDIUSBCABLE";"1X06_ROUND";"FTDI TTL-232R USB Cable";"";
"FID1";"FIDUCIAL1X2.5";"FIDUCIAL1X2.5";"FIDUCIAL-1X2.5";"Fiducial Alignment Points";"";
"FID2";"FIDUCIAL1X2.5";"FIDUCIAL1X2.5";"FIDUCIAL-1X2.5";"Fiducial Alignment Points";"";
"JP1";"SEL0";"JUMPER3";"JUMPER3";"JUMPER - 3 Pins";"";
"JP2";"SEL1";"JUMPER3";"JUMPER3";"JUMPER - 3 Pins";"";
"JP3";"";"HEADER-1X12";"1X12_ROUND";"";"";
"JP4";"";"HEADER-1X8ROUND";"1X08_ROUND";"PIN HEADER";"";
"JP5";"";"HEADER-1X1ROUND";"1X01_ROUND";"PIN HEADER";"";
"L1";"FERRITE";"FERRITE";"0603";"Ferrite Bead";"";
"L2";"FERRITE";"FERRITE";"0603";"Ferrite Bead";"";
"L3";"560nH";"INDUCTOR0805";"0805";"Inductors";"";
"L4";"560nH";"INDUCTOR0805";"0805";"Inductors";"";
"LED1";"PWR";"LED0805";"CHIPLED_0805";"LED";"";
"R1";"1.0K";"RESISTOR0805";"0805";"Resistors";"";
"R2";"1.69K";"RESISTOR0805";"0805";"Resistors";"";
"R3";"1.5";"RESISTOR0805";"0805";"Resistors";"";
"R4";"1.5";"RESISTOR0805";"0805";"Resistors";"";
"R5";"NC";"R-EU_R0201";"R0201";"RESISTOR, European symbol";"";
"R6";"NC";"R-EU_R0201";"R0201";"RESISTOR, European symbol";"";
"R7";"10K";"RESISTOR0805";"0805";"Resistors";"";
"R8";"TBD";"RESISTOR0805";"0805";"Resistors";"";
"TP1";"TX1_POST";"TESTPOINTPAD";"TESTPOINT_PAD_2MM";"Test Point";"";
"TP2";"TGND";"TESTPOINTPAD";"TESTPOINT_PAD_2MM";"Test Point";"";
"TP3";"TX2_POST";"TESTPOINTPAD";"TESTPOINT_PAD_2MM";"Test Point";"";
"TP4";"TX2_PRE";"TESTPOINTPAD";"TESTPOINT_PAD_2MM";"Test Point";"";
"TP5";"TX1_PRE";"TESTPOINTPAD";"TESTPOINT_PAD_2MM";"Test Point";"";
"TP6";"TGND";"TESTPOINTPAD";"TESTPOINT_PAD_2MM";"Test Point";"";
"TP7";"RX";"TESTPOINTPAD";"TESTPOINT_PAD_2MM";"Test Point";"";
"U1";"PN532";"PN532";"HVQFN40-6X6";"PN532 - Near Field Communication (NFC) controller";"";
"U2";"ADP121(3.3V)";"VREG_SOT23-5";"SOT23-5";"SOT23-5 Fixed Voltage Regulators";"";
"Y1";"27.12MHz";"CRYSTALTHIN";"CRYSTAL_3.2X2.5";"Crystals";"";
