Partlist

Exported from boardEagle.brd at 17/08/2022 20:21

EAGLE Version 9.6.2 Copyright (c) 1988-2020 Autodesk, Inc.

Assembly variant: 

Part     Value               Package                Library           Position (inch)       Orientation

A2/16    SEWTAP9             PETAL-LONG-1-2SIDE     LilyPad-Wearables (2.82834646 2.20590945) R204.5
A3/17    SEWTAP9             PETAL-LONG-1-2SIDE     LilyPad-Wearables (2.51220866 2.56890157) R237.3
A4/18    SEWTAP9             PETAL-LONG-1-2SIDE     LilyPad-Wearables (2.05 2.70433465)     R270
A5/19    SEWTAP9             PETAL-LONG-1-2SIDE     LilyPad-Wearables (1.58275591 2.56795669) R302.7
B1       Buzzer              BUZZER-CCV             SparkFun          (3.6 0.6)             R0
BUTTON-  SEWTAP8             PETAL-MEDIUM-2SIDE     LilyPad-Wearables (0.345 0.75)          R270
BUTTONS  SEWTAP8             PETAL-MEDIUM-2SIDE     LilyPad-Wearables (0.655 0.75)          R90
C1       0.1uF               0402-CAP               SparkFun          (2.37559449 1.92874409) R270
C2       47uF                EIA3528                SparkFun          (2.49370079 1.85000394) R90
C3       1.0uF               0402-CAP               SparkFun          (1.77440945 1.92874409) R90
C4       0.1uF               0402-CAP               SparkFun          (2.40433071 2.12559843) R270
C5       0.1uF               0603-CAP               SparkFun          (3.5 2.3)             R90
C9       4.7uF               0402-CAP               SparkFun          (1.48307087 1.57441732) R90
C10      4.7uF               0402-CAP               SparkFun          (1.43583071 1.57441732) R270
D1       Status              LED-0603               SparkFun          (2.44370079 1.69252362) R270
D2       LED-TRICOLOR        LED-TRICOLOR-SMD       SparkFun          (0.5 1.45)            R180
D3                           SOD-323                SparkFun          (0.29 2.19)           R300
D4       Yellow              LED-0603               SparkFun          (1.76653937 1.57835039) R0
JP1      LiPo                JST-2-SMD              SparkFun          (1.4988189 1.85000787) R90
JP2                          1X06-SMD               SparkFun          (2.05 2.32244882)     R180
JP3      FIDUCIAL1X2         FIDUCIAL-1X2           SparkFun          (4.05 2.8)            R0
JP4      FIDUCIAL1X2         FIDUCIAL-1X2           SparkFun          (0.058 0.066)         R0
LED      White               LED-1206               SparkFun-3-2-07   (2.4492126 0.4030315) R180
LED+     SEWTAP6             PETAL-SMALL-2SIDE      LilyPad-Wearables (2.45 0.545)          R180
LED+1    SEWTAP6             PETAL-SMALL-2SIDE      LilyPad-Wearables (2.85 0.545)          R180
LED+2    SEWTAP6             PETAL-SMALL-2SIDE      LilyPad-Wearables (2.05 0.545)          R180
LED+3    SEWTAP6             PETAL-SMALL-2SIDE      LilyPad-Wearables (1.65 0.545)          R180
LED+4    SEWTAP6             PETAL-SMALL-2SIDE      LilyPad-Wearables (1.25 0.545)          R180
LED-     SEWTAP6             PETAL-SMALL-2SIDE      LilyPad-Wearables (2.45 0.205)          R0
LED-1    SEWTAP6             PETAL-SMALL-2SIDE      LilyPad-Wearables (2.85 0.205)          R0
LED-2    SEWTAP6             PETAL-SMALL-2SIDE      LilyPad-Wearables (2.05 0.205)          R0
LED-3    SEWTAP6             PETAL-SMALL-2SIDE      LilyPad-Wearables (1.65 0.205)          R0
LED-4    SEWTAP6             PETAL-SMALL-2SIDE      LilyPad-Wearables (1.25 0.205)          R0
LED1     White               LED-1206               SparkFun-3-2-07   (2.8492126 0.4030315) R180
LED2     White               LED-1206               SparkFun-3-2-07   (2.0492126 0.4030315) R180
LED3     White               LED-1206               SparkFun-3-2-07   (1.6492126 0.4030315) R180
LED4     White               LED-1206               SparkFun-3-2-07   (1.2492126 0.4030315) R180
LIGHT+   SEWTAP6             PETAL-SMALL-2SIDE      LilyPad-Wearables (3.85590551 1.3023622) R60
LIGHT-   SEWTAP6             PETAL-SMALL-2SIDE      LilyPad-Wearables (3.34448819 1.3023622) R300
LIGHTS   SEWTAP6             PETAL-SMALL-2SIDE      LilyPad-Wearables (3.6 1.74527559)      R180
M1       MOTORSMD            VIBE-MOTOR-10MM-SMD    Testing           (0.5 2.335)           R0
PP-GND                       PAD.03X.05             SparkFun          (1.44370079 2.1295315) MR0
PP-MISO                      PAD.03X.05             SparkFun          (2.24685433 1.65315354) MR0
PP-RST                       PAD.03X.05             SparkFun          (1.61693307 2.20433465) MR0
PP-SCK                       PAD.03X.05             SparkFun          (2.32559449 1.85000394) MR0
R        100                 0603-RES               SparkFun          (2.4492126 0.3130315) R0
R1       330                 0402-RES               SparkFun          (2.37559449 1.77126378) R90
R2       10K                 0402-RES               SparkFun          (2.4830748 2.12559449) R270
R3       200                 0402-RES               SparkFun          (0.34645669 1.36141732) R30
R4       100                 0402-RES               SparkFun          (0.5 1.27283465)      R90
R5       100                 0402-RES               SparkFun          (0.65354331 1.36141732) R150
R6       33                  0402-RES               SparkFun          (0.72831102 2.19449213) R60
R7       10K                 C0402                  SparkFun          (3.5 1.45)            R90
R8       100                 0603-RES               SparkFun          (2.8492126 0.3130315) R0
R9       100                 0603-RES               SparkFun          (2.0492126 0.3130315) R0
R10      100                 0603-RES               SparkFun          (1.6492126 0.3130315) R0
