"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"C3,R1,C4,C6,R2,R4,R5,C5,R3";"_PKG_C_0603";9;"";;;
2;"MOD1";"EBYTE-E18-MS1PA1";1;"";;;
3;"CON1";"TC2050-IDC-NL";1;"";;;
4;"IC2";"SOIC127P1032X265-16N";1;"DS3231SN#";;;
5;"IC1";"SOT95P280X145-5N";1;"LDO-TLV70333DBVR";;;
6;"MOD2";"SILVERTEL_AG9800M";1;"";;;
7;"C7";"_CAP_ELCO_D8_L10.5";1;"";;;
8;"BAT1";"KEYSTONE_3001";1;"";;;
9;"MOD3";"RPI-HAT-FULL";1;"RPI-HAT-FULL";;;
10;"BR1,BR2";"SOP254P665X270-4N";2;"DIODE-RECTIFIER-MB6S";;;
11;"U$1";"ELECTROLAMA";1;"LOGO-ELECTROLAMA";;;
12;"D1";"DIOM5126X250N";1;"DIODE-TVS-SMAJ58CA";;;
13;"C2,C1";"_CAP_TANT_A_3216-18R";2;"";;;
14;"TP15,TP9,TP16,TP12,TP7,TP1,TP11,TP8,TP4,TP3,TP5,TP10,TP14,TP6,TP13,TP2";"TP";16;"TP";;;
