"Part";"Value";"Device";"Package";"Description";"";
"J1";"M17";"M17";"1X17";"";"";
"J2";"M17";"M17";"1X17";"";"";
"JP1";"";"JUMPER-2SMD-NO";"SJ_2S-NO";"Jumper";"";
"JP2";"";"JUMPER-2SMD-NO";"SJ_2S-NO";"Jumper";"";
"JP3";"JUMPER-31-2";"JUMPER-31-2";"SJ_3_PASTE1&2";"";"";
"LED1";"GREEN";"LED0603";"LED-0603";"LEDs";"";
"LED2";"RED";"LED0603";"LED-0603";"LEDs";"";
"R1";"220";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R2";"220";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"U$1";"LOGO-SFENEW";"LOGO-SFENEW";"SFE-NEW-WEBLOGO";"Spark Fun Electronics PCB Logo";"";
"U$2";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"U$3";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"U$4";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"";"";
"U1";"RN-131G";"RN-131G";"RN-131G";"Roving Netowrks WiFLy GSX Module";"";
