"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"D1";"LED-0603";1;"GREEN";;;
2;"U1";"RN-52";1;"BLUETOOTH-RN-52";;;
3;"R2,R1";"0603-RES";2;"330";;;
4;"JP1,JP2";"1X20";2;"M20";;;
5;"STANDOFF2,STANDOFF1";"STAND-OFF";2;"STAND-OFF";;;
6;"FID2,FID1";"FIDUCIAL-1X2";2;"FIDUCIAL1X2";;;
7;"D2";"LED-0603";1;"RED";;;
8;"LOGO1";"OSHW-LOGO-S";1;"OSHW-LOGOS";;;
9;"FRAME1";"CREATIVE_COMMONS";1;"FRAME-LETTER";;;
10;"LOGO4";"SFE-NEW-WEB";1;"LOGO-SFENW2";;;
11;"LOGO3";"SFE-NEW-WEBLOGO";1;"LOGO-SFENEW";;;
