"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"B1";"CONN-JST-S2B-PH-SM4-TB";1;"BATT-LIPO-3.7V-150MAH-JST-2PIN";;;
2;"J2";"CONN-HEADER-FH34SRJ-34S-0.5SH-BIG-GND";1;"HEADER-FEMALE-34POS-FFC-SMT-1x34-P0.5MM";;;
3;"C5,C1,C3,C4,C6,C7,C8,C9,C10";"C_0805_HandSoldering";9;"CAP-CER-1UF";;;
4;"C2";"C_0805_HandSoldering";1;"CAP-CER-2.2UF";;;
5;"D1,D2,D3";"SOD-123";3;"DIODE";;;
6;"L1";"Inductor_1212";1;"INDUCTOR";;;
7;"Q1";"SOT-23_Handsoldering";1;"Q_NMOS_GDS";;;
8;"R1";"R_0805_HandSoldering";1;"2.2R 1%";;;
9;"CAP1,CAP2,A";"CAPSENSE-CIRCLE-D10MM";3;"CAPSENSE_CIRCLE";;;
10;"J1";"TEENSY-3.2-SILK-SIMPLE";1;"TEENSY3.2-72MHz-SIMPLE";;;
