"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"C1,C4,C2";"0805-NO";3;"10uF";;;
2;"R4,R1,R2,R3";"0603-NO";4;"10K";;;
3;"U$10,U$8,U$9,U$7";"MOUNTINGHOLE_2.5_PLATED";4;"MOUNTINGHOLE2.5";;;
4;"IC4";"SOT23";1;"APX803-SAG";;;
5;"U$4,U$5";"FIDUCIAL_1MM";2;"FIDUCIAL_1MM";;;
6;"U$1";"ADAFRUIT_5MM";1;"";;;
7;"Q2";"MICROSD";1;"MICROSD";;;
8;"C5,C3";"0603-NO";2;"0.1uF";;;
9;"IC2";"SOT23-5L";1;"AP2112";;;
10;"JP2";"1X12_ROUND_76MIL";1;"";;;
11;"R5";"0603-NO";1;"10";;;
12;"U$2";"PCBFEAT-REV-040";1;"";;;
13;"U1";"TSSOP16";1;"74HC4050PWR";;;
14;"Q3";"SOT23-WIDE";1;"BSS138";;;
15;"TFT1";"TFT_1.54IN_240X240_22PIN";1;"DISP_TFT_1.54IN_240X240_22P";;;
