"Part";"Value";"Device";"Package";"Description";"";
"C1";"4.7uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C3";"1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C7";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"JP1";"LOGO-SFESK";"LOGO-SFESK";"SFE-LOGO-FLAME";"Spark Fun Electronics PCB Logo";"";
"JP2";"Control";"M05PTH";"1X05";"Header 5";"";
"JP4";"Input";"M05PTH";"1X05";"Header 5";"";
"SJ1";"D1";"SOLDERJUMPER_2WAYPASTE2&3";"SJ_3_PASTE2&3";"Solder Jumper";"";
"SJ2";"D0";"SOLDERJUMPER_2WAYPASTE1&2";"SJ_3_PASTE1&2";"Solder Jumper";"";
"U$1";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"";"";
"U1";"LTC3588";"LTC3588_";"MSOP-10-GNDPAD";"LTC3588 Energy Harvesting Power Supply";"";
"U2";"10uH";"INDUCTOR-";"CDRH3D28";"Inductors";"";
