"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"C2,C3,C5,C1,C4";"0805-NO";5;"10uF";;;
2;"C6";"0603-NO";1;"0.1uF";;;
3;"R1";"RESPACK_4X0603_NO";1;"1K";;;
4;"U$62";"ADAFRUIT_3.5MM";1;"";;;
5;"IC4";"SOIC8_150MIL";1;"ATECCX08";;;
6;"R2";"RESPACK_4X0603_NO";1;"10K";;;
7;"JP4,JP2";"1X14_ROUND70";2;"";;;
8;"D7";"RGBLED_3535_PLCC6";1;"";;;
9;"U$34,U$35";"FIDUCIAL_1MM";2;"FIDUCIAL_1MM";;;
10;"IC3";"SOT23-5L";1;"74AHC1G125";;;
11;"U5";"ARDUINO-UCS&SOCS_NINA-W1X";1;"NINA-W102";;;
12;"SW2";"BTN_KMR2_4.6X2.8";1;"KMR2";;;
13;"SJ7,SJ8,SJ6";"SOLDERJUMPER_ARROW_NOPASTE";3;"";;;
14;"U$6";"PCBFEAT-REV-040";1;"";;;
