"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"Q1";"SOT23-R";1;"MMBT2222";;;
2;"R1,R3";"0805-NO";2;"1K";;;
3;"D1";"SOD-323";1;"1N4148";;;
4;"U$6";"ADAFRUIT_3.5MM";1;"";;;
5;"MS2";"FEATHERWING";1;"FEATHERWING";;;
6;"U$5";"PCBFEAT-REV-040";1;"";;;
7;"JP1";"TERMBLOCK_1X3_5.08MM";1;"";;;
8;"U$1";"RELAY_G5LE-1";1;"RELAY_G5LE";;;
9;"R2";"0805-NO";1;"10K";;;
10;"D2";"CHIPLED_0805_NOOUTLINE";1;"RED";;;
11;"SJ1";"SOLDERJUMPER_CLOSEDWIRE";1;"";;;
12;"SW1";"BTN_KMR2_4.6X2.8";1;"KMR2";;;
13;"JP2";"1X01_ROUND";1;"";;;
14;"U$7";"FEATHERLOGO_MED";1;"";;;
15;"SJ20,SJ8,SJ9,SJ4,SJ18,SJ17,SJ2,SJ3,SJ16,SJ19,SJ7";"SOLDERJUMPER_ARROW_NOPASTE";11;"";;;
