"Part";"Value";"Device";"Package";"Description";"";
"C1";"22pF";"CAP0402";"C0402";"Capacitor";"";
"C2";"22pF";"CAP0402";"C0402";"Capacitor";"";
"C3";"33nF";"CAP0402";"C0402";"Capacitor";"";
"C4";"2.2nF";"CAP0402";"C0402";"Capacitor";"";
"C5";"22pF";"CAP0402";"C0402";"Capacitor";"";
"C6";"1.0pF";"CAP0402";"C0402";"Capacitor";"";
"C7";"1.0pF";"CAP0402";"C0402";"Capacitor";"";
"C8";"10nF";"CAP0402";"C0402";"Capacitor";"";
"C9";"1nF";"CAP0402";"C0402";"Capacitor";"";
"JP1";"";"M07";"1X07";"Header 7";"";
"JP2";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";
"JP3";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";
"L1";"3.3nH";"INDUCTOR0402";"C0402";"Inductors";"";
"L2";"33nH";"INDUCTOR0402";"C0402";"Inductors";"";
"Q1";"16MHz";"CRYSTAL5X3";"CRYSTAL-SMD-5X3";"Crystals";"";
"R1";"1M";"RESISTOR0402";"C0402";"Resistor";"";
"R2";"22K";"RESISTOR0402";"C0402";"Resistor";"";
"U$1";"LOGO-SFESK";"LOGO-SFESK";"SFE-LOGO-FLAME";"Spark Fun Electronics PCB Logo";"";
"U1";"NRF2401A";"NRF2401ASMD";"MLP-24";"2.4GHz Transceiver";"";
"Y1";"ANTENNA2SMD5";"ANTENNA2SMD5";"ANTENNA-CHIP5";"Antenna";"";
