"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"U$22";"ADAFRUIT_3.5MM";1;"";;;
2;"U$21,U$17,U$19,U$1";"MOUNTINGHOLE_2.5_PLATED";4;"MOUNTINGHOLE2.5";;;
3;"FID4,FID3";"FIDUCIAL_1MM";2;"FIDUCIAL_1MM";;;
4;"JP1";"1X06_ROUND_70";1;"";;;
5;"CONN4,CONN3";"JST_SH4";2;"STEMMA_I2C_QT";;;
6;"U2";"SOT23-5";1;"AP2112K-3.3";;;
7;"IC1";"LGA12_2X2MM";1;"MSA301";;;
8;"C1";"0603-NO";1;"0.1uF";;;
9;"R1";"0603-NO";1;"4.7K";;;
10;"Q2";"SOT363";1;"BSS138";;;
11;"C2,C3";"0805-NO";2;"10uF";;;
12;"R3";"RESPACK_4X0603";1;"10K";;;
13;"D1";"CHIPLED_0603_NOOUTLINE";1;"GREEN";;;
14;"U$31,U$30";"STEMMAQT";2;"";;;
15;"U$25";"PCBFEAT-REV-040";1;"";;;
