"Part";"Value";"Device";"Package";"Description";"";
"C1";"1µF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"C2";"1µF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"FID1";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"";
"FID2";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"";
"JP1";"";"HEADER-1X670MIL";"1X06_ROUND_70";"PIN HEADER";"";
"R1";"10K";"RESISTOR0805";"0805";"Resistors";"";
"R2";"10K";"RESISTOR0805";"0805";"Resistors";"";
"R3";"10K";"RESISTOR0805";"0805";"Resistors";"";
"R4";"10K";"RESISTOR0805";"0805";"Resistors";"";
"U$8";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"";
"U$9";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"";
"U1";"MPL115A2T1";"MPL115A2";"LGA8";"MPL115A2 I2C Barometric Pressure Sensor (50-115 kPa/7.25-16.68 PSI) - LGA8 Package";"";
