"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"U1";"ML8511";1;"ML8511-UV-SENSOR";;;
2;"C1";"0603-CAP";1;"1nF";;;
3;"C2";"0603-CAP";1;"0.1uF";;;
4;"FID1,FID2";"FIDUCIAL-1X2";2;"FIDUCIAL1X2";;;
5;"STANDOFF1,STANDOFF2";"STAND-OFF";2;"STAND-OFF";;;
6;"JP2";"1X04";1;"";;;
7;"FRAME2";"CREATIVE_COMMONS";1;"FRAME-LETTER";;;
8;"R1";"0603-RES";1;"10K";;;
9;"LOGO2";"OSHW-LOGO-S";1;"OSHW-LOGOS";;;
10;"LOGO4";"SFE_LOGO_NAME_.1";1;"SFE_LOGO_NAME.1_INCH";;;
11;"LOGO3";"SFE_LOGO_FLAME_.1";1;"SFE_LOGO_FLAME.1_INCH";;;
