"Part";"Value";"Device";"Package";"Description";"";
"C1";"10uF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"C2";"10uF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"CN1";"USB";"USBMINIBLARGE";"USB-MINIB_LARGER";"USB Connectors";"";
"CN2";"BATT_IN_JST";"JST_2PIN";"JSTPH2";"JST 2-Pin Right-Angle Connector";"";
"CN3";"LOAD_JST";"JST_2PIN";"JSTPH2";"JST 2-Pin Right-Angle Connector";"";
"JP1";"PWR_IN_0.1";"HEADER-1X2";"1X02_OVAL";"PIN HEADER";"";
"JP2";"FIDUCIAL1.5X3";"FIDUCIAL1X2.5";"FIDUCIAL-1X2.5";"Fiducial Alignment Points";"";
"JP3";"LOAD_0.1";"HEADER-1X2";"1X02_OVAL";"PIN HEADER";"";
"JP4";"FIDUCIAL1.5X3";"FIDUCIAL1X2.5";"FIDUCIAL-1X2.5";"Fiducial Alignment Points";"";
"JP5";"BATT_IN_0.1";"HEADER-1X2";"1X02_OVAL";"PIN HEADER";"";
"JP6";"STAT";"HEADER-1X2";"1X02_OVAL";"PIN HEADER";"";
"LED1";"STAT1-ORANGE";"LED0805";"CHIPLED_0805";"LED";"";
"LED2";"STAT2-GREEN";"LED0805";"CHIPLED_0805";"LED";"";
"LED3";"Power-RED";"LED0805";"CHIPLED_0805";"LED";"";
"R1";"150";"RESISTOR0805";"0805";"Resistors";"";
"R2";"150";"RESISTOR0805";"0805";"Resistors";"";
"R3";"150";"RESISTOR0805";"0805";"Resistors";"";
"R4";"PROG";"RESISTOR_DUAL";"0805-THM";"Flip Flop resistor";"";
"R7";"10K/THERM";"R-US_FLIPFLOP";"0805-THM";"RESISTOR, American symbol";"";
"RT1";"1K";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"RT2";"150K";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"U$11";"MOUNTINGHOLE2.0";"MOUNTINGHOLE2.0";"MOUNTINGHOLE_2.0_PLATED";"Mounting Hole";"";
"U$16";"MOUNTINGHOLE2.0";"MOUNTINGHOLE2.0";"MOUNTINGHOLE_2.0_PLATED";"Mounting Hole";"";
"U$18";"MOUNTINGHOLE2.0";"MOUNTINGHOLE2.0";"MOUNTINGHOLE_2.0_PLATED";"Mounting Hole";"";
"U$19";"MOUNTINGHOLE2.0";"MOUNTINGHOLE2.0";"MOUNTINGHOLE_2.0_PLATED";"Mounting Hole";"";
"U1";"MCP73833T-AMI/MF";"MCP73833DFN";"DFN10_3X3MM";"Lithium-Polymer/Lithium-Ion Battery Charger [Part No.]";"";
