"Part";"Value";"Device";"Package";"Description";"";
"C1";"1uF";"CAP0402";"C0402";"Capacitor";"";
"C2";"0.1uF";"CAP0402";"C0402";"Capacitor";"";
"C3";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"JP1";"";"M02PTH";"1X02";"Header 2";"";
"JP2";"";"M02PTH";"1X02";"Header 2";"";
"JP3";"";"M04PTH";"1X04";"Header 4";"";
"JP4";"";"M100.1";"1X10";"Header 10";"";
"JP5";"";"M04PTH";"1X04";"Header 4";"";
"LED1";"Red";"LED1206";"LED-1206";"LEDs";"";
"R1";"330";"RESISTOR0402";"C0402";"Resistor";"";
"U$1";"LOGO-SFENEW";"LOGO-SFENEW";"SFE-NEW-WEBLOGO";"Spark Fun Electronics PCB Logo";"";
"U$2";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"U$3";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"U$6";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"U$7";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"U1";"CP2103";"CP2103_USB_UART";"MLP28";"Single-Chip USB to UART Bridge";"";
"X1";"USBPTH";"USBPTH";"USB-B-PTH";"USB Connectors";"";
