"Part";"Value";"Device";"Package";"Description";"";
"C1";"0.1uF";"CAP0402";"C0402";"Capacitor";"";
"C2";"0.1uF";"CAP0402";"C0402";"Capacitor";"";
"C3";"0.1uF";"CAP0402";"C0402";"Capacitor";"";
"C4";"22pf";"CAP0402";"C0402";"Capacitor";"";
"C5";"22pf";"CAP0402";"C0402";"Capacitor";"";
"C6";"47uF";"CAP_POL3528";"EIA3528";"Capacitor Polarized";"";
"C7";"47uF";"CAP_POL3528";"EIA3528";"Capacitor Polarized";"";
"C8";"0.1uF";"CAP0402";"C0402";"Capacitor";"";
"J1";"POWER_JACKRCA_LOCK";"POWER_JACKRCA_LOCK";"RCA_LOCK";"Power Jack";"";
"J2";"POWER_JACKRCA_LOCK";"POWER_JACKRCA_LOCK";"RCA_LOCK";"Power Jack";"";
"JP1";"M11PTH";"M11PTH";"1X11";"Header 11";"";
"R1";"75";"RESISTOR0402";"C0402";"Resistor";"";
"R2";"75";"RESISTOR0402";"C0402";"Resistor";"";
"U$2";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"U$8";"LOGO-SFENEW";"LOGO-SFENEW";"SFE-NEW-WEBLOGO";"Spark Fun Electronics PCB Logo";"";
"U$9";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"U$10";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"U$12";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"U$13";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"U$14";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"U3";"MAX7456";"MAX7456";"TSSOP28";"";"";
"V_IN";"TEST-POINT3X5";"TEST-POINT3X5";"PAD.03X.05";"";"";
"V_OUT";"TEST-POINT3X5";"TEST-POINT3X5";"PAD.03X.05";"";"";
"Y2";"27MHz";"CRYSTAL5X3";"CRYSTAL-SMD-5X3";"Crystals";"";
