"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"J1";"TEENSY-LC";1;"TEENSY3.2-72MHz";;;
2;"J2";"Pin_Header_Straight_1x06";1;"OLED-I2C";;;
3;"J3";"Pin_Header_Straight_1x07";1;"ADAFRUIT_BME280";;;
4;"REF**";"Symbol_OSHW-Logo_SilkScreen";1;"Symbol_OSHW-Logo_SilkScreen";;;
5;"3V3";"Pin_Header_Straight_1x01";1;"3V3";;;
6;"GND1";"Pin_Header_Straight_1x01";1;"GND";;;
7;"GPIO0";"Pin_Header_Straight_1x01";1;"GPIO0";;;
8;"GPIO2";"Pin_Header_Straight_1x01";1;"GPIO2";;;
9;"R1";"Resistor_Horizontal_RM7mm";1;"R";;;
10;"RST1";"Pin_Header_Straight_1x01";1;"RST";;;
11;"U1";"ESP-01";1;"ESP-01v090";;;
12;"CAP1";"CAPSENSE_CIRCLE_D10";1;"CAPSENSE_CIRCLE";;;
