"Part";"Value";"Device";"Package";"Description";"BOM";
"C1";"10uF/16V";"CAP_CERAMIC_0805MP";"_0805MP";"Ceramic Capacitors";"";
"C2";"10uF/16V";"CAP_CERAMIC_0805MP";"_0805MP";"Ceramic Capacitors";"";
"C3";"1.0uF";"CAP_CERAMIC_0805MP";"_0805MP";"Ceramic Capacitors";"";
"C4";"1.0uF";"CAP_CERAMIC_0805MP";"_0805MP";"Ceramic Capacitors";"";
"C5";"10uF";"CAP_CERAMIC_0805MP";"_0805MP";"Ceramic Capacitors";"";
"C6";"10uF";"CAP_CERAMIC_0805MP";"_0805MP";"Ceramic Capacitors";"";
"C7";"10uF";"CAP_CERAMIC_0805MP";"_0805MP";"Ceramic Capacitors";"";
"C8";"0.1uF";"CAP_CERAMIC_0805MP";"_0805MP";"Ceramic Capacitors";"";
"C9";"10uF";"CAP_CERAMIC_0805MP";"_0805MP";"Ceramic Capacitors";"";
"CN1";"microSD";"MICROSD";"MICROSD";"MicroSD/Transflash Card Holder with SPI pinout";"";
"D1";"1N4148";"DIODESOD-323";"SOD-323";"Diode";"";
"D2";"BAT54T1G";"DIODESOD-123";"SOD-123";"Diode";"";
"D3";"1N4148";"DIODESOD-323";"SOD-323";"Diode";"";
"JP1";"";"HEADER-1X11";"1X11_ROUND";"";"";
"L1";"10uH";"INDUCTOR";"INDUCTOR_1007";"Inductors";"";
"R4";"600K";"RESISTOR_0805MP";"_0805MP";"Resistors";"";
"R5";"50";"RESISTOR_0805MP";"_0805MP";"Resistors";"";
"R6";"100K";"RESISTOR_0805MP";"_0805MP";"Resistors";"";
"R7";"10K";"RESISTOR_0805MP";"_0805MP";"Resistors";"";
"R8";"10K";"RESISTOR_0805MP";"_0805MP";"Resistors";"";
"SJ1";"BS0";"SOLDERJUMPERREFLOW_NOPASTE";"SOLDERJUMPER_REFLOW_NOPASTE";"SMD Solder JUMPER";"";
"U$22";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"EXCLUDE";
"U$23";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"EXCLUDE";
"U$24";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"EXCLUDE";
"U$25";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"EXCLUDE";
"U$26";"FIDUCIAL";"FIDUCIAL";"FIDUCIAL_1MM";"For use by pick and place machines to calibrate the vision/machine, 1mm";"";
"U$27";"FIDUCIAL";"FIDUCIAL";"FIDUCIAL_1MM";"For use by pick and place machines to calibrate the vision/machine, 1mm";"";
"U$29";"FIDUCIAL";"FIDUCIAL";"FIDUCIAL_1MM";"For use by pick and place machines to calibrate the vision/machine, 1mm";"";
"U1";"UG-2828GDEDF11";"DISP_OLED_UG-2896GDEAF11TOP";"FPC_XF2M-3015-1A";"128x96 1.27" RGB OLED - UG-2896GDEAF11";"";
"U2";"MIC5225-3.3v";"VREG_SOT23-5";"SOT23-5";"SOT23-5 Fixed Voltage Regulators";"";
"U3";"FAN5331SX";"FAN5331";"SOT23-5@1";"FAN5331 - LED/OLED 20V Boost Converter";"";
"U4";"74HC4050D";"74HC4050D";"SOIC16";"6-channel level shifter";"";
