"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"@HOLE15,@HOLE0,@HOLE5,@HOLE12,@HOLE1,@HOLE9,@HOLE8,@HOLE4,@HOLE2,@HOLE6,@HOLE10,@HOLE11,@HOLE14,@HOLE3,@HOLE7,@HOLE13";"";16;"";;;
2;"R1,R2";"_PKG_R_0402";2;"5k1";;;
3;"CON1";"USBC_C-31-M-12";1;"TYPE-C-31-M-12";;;
4;"C2,C4";"_PKG_C_0402";2;"100n";;;
5;"IC1";"SOT96P237X111-3N";1;"XC6206P332MR";;;
6;"R5,R7,R4";"_PKG_R_0402";3;"100k";;;
7;"SW1,SW2";"PUSHBUTTON-4.2X3.2MM";2;"SKRPACE010";;;
8;"LED1";"_PKG_LED_0805";1;"Yellow";;;
9;"J5";"1X01";1;"";;;
10;"CON2";"PZ127VS-12-10-H10-A38";1;"2x5 1.27mm Header";;;
11;"D1";"SOT95P280X145-6N";1;"SRV05-4";;;
12;"J1,J2";"1X10_LOCK";2;"";;;
13;"R8,R6,R3";"_PKG_R_0402";3;"1k";;;
14;"C1";"_PKG_C_0603";1;"10u";;;
15;"C3";"_PKG_C_0402";1;"4u7";;;
16;"IC2";"TSSOP20-WCH";1;"CH32V305FBP6";;;
17;"J3,J4";"1X02_LOCK";2;"";;;
18;"TR1";"SOT96P237X111-3N";1;"SI2301CDS";;;
19;"LED2";"_PKG_LED_0805";1;"Red";;;
20;"SJ2,SJ1,SJ3";"SJ-SHORT";3;"";;;
