"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"R2";"_PKG_C_0402";1;"100";;;
2;"IC2";"SOT65P212X110-5N";1;"ME6211C33R5G";;;
3;"D1";"_PKG_SOT886_JEDEC-MO-252";1;"PRTR5V0U2F,115";;;
4;"MOD1";"ZZH_MODULE";1;"";;;
5;"C4,C3,C16,C14";"_PKG_C_0805";4;"22u";;;
6;"CON3";"DEBUG_CORTEX_5PIN";1;"DNP";;;
7;"R1,R3";"_PKG_C_0402";2;"100K";;;
8;"C9,C10";"_PKG_C_0402";2;"DNP";;;
9;"L2";"_PKG_C_0805";1;"MLZ2012N6R8LT000";;;
10;"C2,C11,C1,C5,C17,C15,C12,C18,C13";"_PKG_C_0402";9;"100n";;;
11;"C7,C6";"_PKG_C_0402";2;"12p";;;
12;"FL1";"LFB182G45BG5D920";1;"BALUN_LFB182G45BG5D920";;;
13;"IC3";"QFN50P700X700X100-49N";1;"CC2652R1FRGZ";;;
14;"L1";"_PKG_L_0603";1;"BLM18HE152SN1";;;
15;"SW1";"K2-1177SW-D4DW-06";1;"K2-1177SW-D4DW-06";;;
16;"Y2";"XTAL-2P-3215";1;"32.768KHz";;;
17;"LED1";"_PKG_LED_0603";1;"";;;
18;"C8";"_PKG_C_0402";1;"1u";;;
19;"L3";"_PKG_L_0402";1;"0";;;
20;"IC1";"_PKG_MSOP10_TI-DGS10";1;"CH340E";;;
21;"Y1";"XTAL-4P-2016";1;"Q22FA12800150";;;
22;"U$5";"ELECTROLAMA";1;"LOGO-ELECTROLAMA";;;
