"Part";"Value";"Device";"Package";"Description";"";
"CN1";"1X4-3.5MM";"1X4-3.5MM";"1X04-3.5MM";"4-pin connector";"";
"CN2";"1X4-3.5MM";"1X4-3.5MM";"1X04-3.5MM";"4-pin connector";"";
"CN3";"1X4-3.5MM";"1X4-3.5MM";"1X04-3.5MM";"4-pin connector";"";
"CN4";"1X4-CLEANBIG";"1X4-CLEANBIG";"1X04-CLEANBIG";"4-pin connector";"";
"J1";"1X2-3.5MM";"1X2-3.5MM";"1X2-3.5MM";"3.5mm Terminal block";"";
"J2";"1X2-3.5MM";"1X2-3.5MM";"1X2-3.5MM";"3.5mm Terminal block";"";
"J3";"1X5";"1X5";"1X05-3.5MM";"";"";
"JP1";"";"PINHD-1X8-3.5MM";"1X08-3.5MM";"PIN HEADER";"";
"JP2";"";"PINHD-1X8BIG";"1X08-BIG";"PIN HEADER";"";
"JP3";"";"PINHD-1X6B";"1X06-BIG";"PIN HEADER";"";
"JP4";"";"PINHD-1X8BIG";"1X08-BIG";"PIN HEADER";"";
"JP5";"";"PINHD-1X8BIG";"1X08-BIG";"PIN HEADER";"";
"JP6";"";"PINHD-1X8BIG";"1X08-BIG";"PIN HEADER";"";
"U$1";"RASPBERRYPI_BB";"RASPBERRYPI_BB";"RASBERRYPI_SHIELD";"";"";
"U$2";"SMD-16SOIC";"SMD-16SOIC";"SO-16NMW";"";"";
