"Part";"Value";"Device";"Package";"Description";"PROD_ID";"VALUE";
"1_U$2";"SEWTAP6";"SEWTAP6";"PETAL-SMALL-2SIDE";"";"";"";
"1_U$3";"SEWTAP6";"SEWTAP6";"PETAL-SMALL-2SIDE";"";"";"";
"1_U$4";"SEWTAP6";"SEWTAP6";"PETAL-SMALL-2SIDE";"";"";"";
"1_U$5";"SEWTAP6";"SEWTAP6";"PETAL-SMALL-2SIDE";"";"";"";
"1_U$6";"SEWTAP6";"SEWTAP6";"PETAL-SMALL-2SIDE";"";"";"";
"1_U$7";"SEWTAP6";"SEWTAP6";"PETAL-SMALL-2SIDE";"";"";"";
"3_LED+";"SEWTAP6";"SEWTAP4";"PETAL-SMALL";"";"";"";
"3_LED-";"SEWTAP6";"SEWTAP2SIDE";"PETAL-SMALL";"";"";"";
"4_LED+";"SEWTAP6";"SEWTAP4";"PETAL-SMALL";"";"";"";
"4_LED-";"SEWTAP6";"SEWTAP2SIDE";"PETAL-SMALL";"";"";"";
"5_LED+";"SEWTAP6";"SEWTAP4";"PETAL-SMALL";"";"";"";
"5_LED-";"SEWTAP6";"SEWTAP2SIDE";"PETAL-SMALL";"";"";"";
"6_LED+";"SEWTAP6";"SEWTAP4";"PETAL-SMALL";"";"";"";
"6_LED-";"SEWTAP6";"SEWTAP2SIDE";"PETAL-SMALL";"";"";"";
"B1+";"SEWTAP6";"SEWTAP6";"PETAL-SMALL-2SIDE";"";"";"";
"B1-";"SEWTAP6";"SEWTAP6";"PETAL-SMALL-2SIDE";"";"";"";
"B2+";"SEWTAP6";"SEWTAP6";"PETAL-SMALL-2SIDE";"";"";"";
"B2-";"SEWTAP6";"SEWTAP6";"PETAL-SMALL-2SIDE";"";"";"";
"BAT1";"";"BATTERY20MM_4LEGS";"BATTCON_20MM_4LEGS";"Battery Holders";"BATT-10373";"20mm coincell";
"BATT_LOGO";"LOGO-LPLP";"LOGO-LPLP";"LOGO-LILYPAD";"";"";"";
"BATT_OHS";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";"";
"C1";"0.1uF";".1UF-CER";"0402-CAP";".1uF ceramic SMT";"CAP-00810";"0.1uF";
"FRAME1";"FRAME-LETTER";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame";"";"";
"JP1";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";"";
"JP2";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";"";
"LED1";"White";"LED-WHITE";"LED-1206";"White SMD LEDs";"DIO-09955";"WHITE";
"LED1_LOGO";"LOGO-LPL";"LOGO-LPL";"LOGO-L";"";"";"";
"LED2";"White";"LED-WHITE";"LED-1206";"White SMD LEDs";"DIO-09955";"WHITE";
"LED2_LOGO";"LOGO-LPL";"LOGO-LPL";"LOGO-L";"";"";"";
"LED3";"White";"LED-WHITE";"LED-1206";"White SMD LEDs";"DIO-09955";"WHITE";
"LED3_LOGO";"LOGO-LPL";"LOGO-LPL";"LOGO-L";"";"";"";
"LED4";"White";"LED-WHITE";"LED-1206";"White SMD LEDs";"DIO-09955";"WHITE";
"LED4_LOGO";"LOGO-LPL";"LOGO-LPL";"LOGO-L";"";"";"";
"R1";"100";"RESISTOR0603-RES";"0603-RES";"Resistor";"RES-07863";"";
"R2";"100";"RESISTOR0603-RES";"0603-RES";"Resistor";"RES-07863";"";
"R3";"100";"RESISTOR0603-RES";"0603-RES";"Resistor";"RES-07863";"";
"R4";"100";"RESISTOR0603-RES";"0603-RES";"Resistor";"RES-07863";"";
"R5";"10k";"10K-1%RES-00824";"0402-RES";"10k-ohm SMT";"RES-00824";"10k";
"S1";"";"SWITCH-SPDTSMD";"AYZ0202";"SPDT Switch";"SWCH-08179";"";
"TINY_LOGO";"LOGO-LPL";"LOGO-LPL";"LOGO-L";"";"";"";
"U1";"ATTINY85";"ATTINY45TINY85-20-SMT";"SO08-EIAJ";"Atmel 8-pin 2/4/8kB flash uC";"IC-09092";"Tiny85-20-SMT";
