"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"LOGO3";"SFE_LOGO_FLAME_.1";1;"SFE_LOGO_FLAME.1_INCH";;;
2;"B1";"ESP32_THING_NO_ANT";1;"ESP32_THING_WO_ANT_KEEPOUT";;;
3;"R10,R11,R4,R5,R12,R9,R2";"0603";7;"10k";;;
4;"C8";"0603";1;"10uF";;;
5;"TP2,TP4,TP5,TP1,TP3";"PAD.03X.03";5;"TEST-POINT3";;;
6;"FRAME1";"CREATIVE_COMMONS";1;"FRAME-LETTER";;;
7;"D1";"LED-0603";1;"BLUE";;;
8;"R1";"0603";1;"470";;;
9;"C5,C4,C6";"0402";3;"0.1uF";;;
10;"R7,R3";"0402";2;"100K";;;
11;"U1";"LGA-24-3.5X3";1;"LSM9DS1";;;
12;"C7";"0603";1;"10nF";;;
13;"R13,R14";"0603";2;"4.7k";;;
14;"J2";"MICRO-SD-SOCKET";1;"MICRO-SD_CARD_SOCKET";;;
15;"FD1,FD2,FD3,FD4";"FIDUCIAL-MICRO";4;"FIDUCIALUFIDUCIAL";;;
16;"J4";"1X04";1;"";;;
17;"J1,J3";"1X20_NOSILK";2;"";;;
18;"J6";"JST-3-SMD";1;"3-PIN SMD";;;
19;"LOGO1";"OSHW-LOGO-S";1;"OSHW-LOGOS";;;
20;"LOGO2";"SFE_LOGO_NAME_FLAME_.2";1;"SFE_LOGO_NAME_FLAME.2_INCH";;;
