"Part";"Value";"Device";"Package";"Description";"";
"C1";"0.1uF";"C-USC0805K";"C0805K";"CAPACITOR, American symbol";"";
"C2";"100/6VuF";"CPOL-USB/3528-21R";"B/3528-21R";"POLARIZED CAPACITOR, American symbol";"";
"C3";"0.1uF";"C-USC0805K";"C0805K";"CAPACITOR, American symbol";"";
"C4";"0.1uF";"C-USC0805K";"C0805K";"CAPACITOR, American symbol";"";
"C5";"15pF";"C-USC0805K";"C0805K";"CAPACITOR, American symbol";"";
"C6";"15pF";"C-USC0805K";"C0805K";"CAPACITOR, American symbol";"";
"D1";"";"LEDCHIPLED_0805";"CHIPLED_0805";"LED";"";
"D2";"Green";"LEDCHIPLED_0805";"CHIPLED_0805";"LED";"";
"IC1";"ATMEGA168P";"ATMEGA168PROUND";"DIL28/3";"MICROCONTROLLER";"";
"IC2";"FT232R";"FT232R";"TSSOP28";"";"";
"JA1";"";"PINHD-1X6CB";"1X06-CLEANBIG";"PIN HEADER";"";
"JD1";"";"PINHD-1X8CLEANBIG";"1X08-CLEANBIG";"PIN HEADER";"";
"JD2";"";"PINHD-1X8CLEANBIG";"1X08-CLEANBIG";"PIN HEADER";"";
"JP3";"";"PINHD-2X3";"2X03";"PIN HEADER";"";
"JP4";"";"PINHD-1X4CB";"1X04-CB";"PIN HEADER";"";
"L1";"";"PTC1206";"1206";"PTC (Resettable Fuse)";"";
"R1";"10K";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R2";"1.0 K";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R3";"1.0 K";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R4";"1K";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R5";"1.0 K";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R6";"1.0 K";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"RX";"Green";"LEDCHIPLED_0805";"CHIPLED_0805";"LED";"";
"S1";"EVQQ2";"EVQQ2";"EVQ-Q2";"SMT 6mm switch, EVQQ2 series";"";
"SJ1";"";"SOLDERJUMPERREFLOW";"SOLDERJUMPER_REFLOW";"SMD Solder JUMPER";"";
"TX";"Green";"LEDCHIPLED_0805";"CHIPLED_0805";"LED";"";
"U$1";"FIDUCIAL";"FIDUCIAL";"FIDUCIAL_1MM";"For use by pick and place machines to calibrate the vision/machine, 1mm";"";
"U$2";"FIDUCIAL";"FIDUCIAL";"FIDUCIAL_1MM";"For use by pick and place machines to calibrate the vision/machine, 1mm";"";
"USB";"";"USBMINIB";"USB-MINIB";"USB Connectors";"";
"X1";"";"XTALNX5032";"NX5032";"Low cost SMT crystals, no capacitors included";"";
