"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"C8,C5,C3,C13";"0402-CAP";4;"1uF";;;
2;"R2";"0402-RES";1;"10K";;;
3;"U5";"DUEMILANOVE_VIAS";1;"ARDUINO_SHIELD";;;
4;"U7,U6";"SOT23-5";2;"MIC5219-3.0";;;
5;"LED2";"LED-0603";1;"Blue";;;
6;"C9,C11,C16";"0402-CAP";3;"470nF";;;
7;"JP10,JP11";"MICRO-FIDUCIAL";2;"FIDUCIALUFIDUCIAL";;;
8;"U3";"SO016";1;"74HC4050";;;
9;"LED3";"LED-0603";1;"Green";;;
10;"U$2";"CREATIVE_COMMONS";1;"CREATIVE_COMMONS";;;
11;"JP8";"1X06";1;"";;;
12;"C1,C14,C6,C2,C12";"EIA3216";5;"10uF";;;
13;"R3,R4,R1";"0402-RES";3;"330";;;
14;"C10,C7,C4,C15";"0402-CAP";4;"0.1uF";;;
15;"U$1";"SFE-LOGO-FLAME";1;"LOGO-SFESK";;;
16;"U4";"SPOT-CONNECT";1;"SPOT-CONNECT";;;
17;"U2";"SOT23-5";1;"AP7311-1.8";;;
18;"JP2";"1X05";1;"";;;
19;"LED1";"LED-0603";1;"Red";;;
20;"SJ1,SJ2";"SJ_2S-TRACE";2;"";;;
21;"U1";"SOT23-5";1;"MIC5219-3.3";;;
22;"U$11";"SFE-NEW-WEBLOGO";1;"LOGO-SFENEW";;;
23;"U$3";"OSHW-LOGO-S";1;"OSHW-LOGOS";;;
