"Part";"Value";"Device";"Package";"Description";"";
"+";"";"PINHD-1X1";"1X01";"PIN HEADER";"";
"-";"";"PINHD-1X1";"1X01";"PIN HEADER";"";
"C1";"0.1uF";"C-US025-025X050";"C025-025X050";"CAPACITOR, American symbol";"";
"C2";"0.1uF";"C-US025-025X050";"C025-025X050";"CAPACITOR, American symbol";"";
"C3";"220uF";"CPOL-USE2.5-5";"E2,5-5";"POLARIZED CAPACITOR, American symbol";"";
"C4";"220uF";"CPOL-USE2.5-5";"E2,5-5";"POLARIZED CAPACITOR, American symbol";"";
"D1";"1N5817";"SCHOTTKY-DIODEDO41-7";"DO41-7";"Schottky Diode";"";
"IC1";"LT1302";"LT1302";"DIL08";"";"";
"L1";"L";"L";"6000";"";"";
"R1";"49.9K";"R-US_0204/5";"0204/5";"RESISTOR, American symbol";"";
"R2";"75K";"R-US_0204/5";"0204/5";"RESISTOR, American symbol";"";
"R3";"49.9K";"R-US_0204/5";"0204/5";"RESISTOR, American symbol";"";
"R4";"75K";"R-US_0204/5";"0204/5";"RESISTOR, American symbol";"";
"R5";"3.3k";"R-US_0204/5";"0204/5";"RESISTOR, American symbol";"";
"X1";"";"PN87520";"PN87520";"BERG USB connector";"";
