Partlist

Exported from boardEagle.brd at 20/08/2022 05:19

EAGLE Version 9.6.2 Copyright (c) 1988-2020 Autodesk, Inc.

Assembly variant: 

Part     Value                                           Package                                             Library                Position (inch)       Orientation

BT1      ML414H_IV01E_BATTERY                            ML414H_IV01E                                        SparkFun-Batteries     (2.16665354 1.75929134) R90
C1       1.0uF                                           0402                                                SparkFun-Capacitors    (1.42011024 1.67853543) R0
C2       1.0uF                                           0402                                                SparkFun-Capacitors    (1.24948031 1.71653543) R0
C3       47pF                                            0402                                                SparkFun-Capacitors    (1.25377953 0.84403937) R0
C4       0.1uF                                           0402                                                SparkFun-Capacitors    (0.90551181 0.71240157) R90
C5       1nF                                             0402                                                SparkFun-Capacitors    (0.51840354 0.56586614) R0
C6       1nF                                             0402                                                SparkFun-Capacitors    (0.53840354 1.00661417) R0
C7       0.1uF                                           0402                                                SparkFun-Capacitors    (0.85212598 0.43838583) R270
C8       0.1uF                                           0402                                                SparkFun-Capacitors    (0.72212598 0.43838583) R270
D1       RED                                             LED-0603                                            SparkFun-LED           (0.39547441 0.15748031) R180
D2       BLUE                                            LED-0603                                            SparkFun-LED           (0.57259646 0.15748031) R0
D3       BLUE                                            LED-0603                                            SparkFun-LED           (0.76148425 0.15748031) R180
D4       BLUE                                            LED-0603                                            SparkFun-LED           (0.95 0.15)           R180
D5       0.5A/40V/420mV                                  SOD-323                                             SparkFun-DiscreteSemi  (1.78829134 1.83587402) R180
D6       PRTR5V0U2F                                      SOT886                                              SparkFun-IC-Power      (2.0568189 0.3663622) R90
D7       15V                                             SOT23-3                                             SparkFun-DiscreteSemi  (0.51840354 0.66314961) R180
D8       15V                                             SOT23-3                                             SparkFun-DiscreteSemi  (0.51840354 0.91429134) R180
FB1      120NH                                           0402_MURATA                                         SparkFun-Coils         (1.16535433 0.90433858) R0
FD1      FIDUCIALUFIDUCIAL                               FIDUCIAL-MICRO                                      SparkFun-Aesthetics    (2.47925984 0.31109449) R90
FD2      FIDUCIALUFIDUCIAL                               FIDUCIAL-MICRO                                      SparkFun-Aesthetics    (2.47925984 0.31109449) MR270
FD3      FIDUCIALUFIDUCIAL                               FIDUCIAL-MICRO                                      SparkFun-Aesthetics    (0.19874016 1.90976378) R0
FD4      FIDUCIALUFIDUCIAL                               FIDUCIAL-MICRO                                      SparkFun-Aesthetics    (0.19874016 1.90976378) MR0
J1       U.FL                                            U.FL                                                SparkFun-Connectors    (1.14173228 0.56715748) R90
J2                                                       USB-C-16P                                           SparkFun-Connectors    (2.06692913 0.24326772) R0
J3                                                       1X06_NO_SILK                                        SparkFun-Connectors    (1.26968504 0.05905512) R0
J4                                                       1X08_NO_SILK                                        SparkFun-Connectors    (0.27559055 1.3996063) R270
J5       QWIIC_RIGHT_ANGLE                               JST04_1MM_RA                                        SparkFun-Connectors    (0.21 1.67)           R270
