Partlist

Exported from boardEagle.brd at 19/08/2022 23:37

EAGLE Version 9.6.2 Copyright (c) 1988-2020 Autodesk, Inc.

Assembly variant: 

Part        Value                                   Package                   Library                     Position (inch)       Orientation

B1          Buzzer                                  BUZZER-CCV                SparkFun-Electromechanical  (0.55 1.6)            R90
C2          0.1uF                                   0402                      SparkFun-Capacitors         (2.31499988 2.17687512) R180
C3          0.1uF                                   0402                      SparkFun-Capacitors         (2.57624988 2.57937512) R45
C4          0.1uF                                   0402                      SparkFun-Capacitors         (2.60500012 2.26500012) R90
C5          1.0uF                                   0402                      SparkFun-Capacitors         (2.17 2.41999975)     R270
C6          4.7uF                                   0603                      SparkFun-Capacitors         (2.80500012 2.17999988) R0
C7          4.7uF                                   0603                      SparkFun-Capacitors         (2.35499988 2.735)    R90
C8          4.7uF                                   0603                      SparkFun-Capacitors         (1.93749988 1.47500012) R180
D1          3A/40V/500mV                            SMA-DIODE                 SparkFun-DiscreteSemi       (1.87500012 1.635)    R0
D2          GREEN                                   LED-1206                  SparkFun-LED                (2.65 0.55)           R0
D3          Yellow                                  LED-1206                  SparkFun-LED                (1.35 0.55)           R0
D4          Yellow                                  LED-1206                  SparkFun-LED                (1.1 0.55)            R0
D5          RED                                     LED-1206                  SparkFun-LED                (1.75 0.55)           R0
D6          RED                                     LED-1206                  SparkFun-LED                (2 0.55)              R0
D7          GREEN                                   LED-1206                  SparkFun-LED                (2.4 0.55)            R0
D8          BLUE                                    LED-1206                  SparkFun-LED                (3.05 0.55)           R0
D9          BLUE                                    LED-1206                  SparkFun-LED                (3.3 0.55)            R0
D10         XZM2CRKM2DGFBB45SCCB                    PLCC4SMDLED               SparkFun-LED                (2.2 2.05)            R270
J1          SEWTAP_LONG-2SIDE                       PETAL-LONG-1-2SIDE        LilyPad-Wearables           (1.84770005 2.84129995) R294
J2          SEWTAP_LONG-2SIDE                       PETAL-LONG-1-2SIDE        LilyPad-Wearables           (1.55629995 2.62960002) R318
J3          SEWTAP_LONG-2SIDE                       PETAL-LONG-1-2SIDE        LilyPad-Wearables           (1.37629995 2.31770005) R342
J4          SEWTAP_LONG-2SIDE                       PETAL-LONG-1-2SIDE        LilyPad-Wearables           (1.33860002 1.9595)   R6
J5          SEWTAP_LONG-2SIDE                       PETAL-LONG-1-2SIDE        LilyPad-Wearables           (1.44989998 1.61689998) R30
J6          SEWTAP_LONG-2SIDE                       PETAL-LONG-1-2SIDE        LilyPad-Wearables           (1.69089998 1.34929995) R54
J7          SEWTAP_LONG-2SIDE                       PETAL-LONG-1-2SIDE        LilyPad-Wearables           (2.01989998 1.20279995) R78
J8          SEWTAP_LONG-2SIDE                       PETAL-LONG-1-2SIDE        LilyPad-Wearables           (2.38010002 1.20279995) R102
J9          SEWTAP_LONG-2SIDE                       PETAL-LONG-1-2SIDE        LilyPad-Wearables           (2.70910002 1.34929995) R126
J10         SEWTAP_LONG-2SIDE                       PETAL-LONG-1-2SIDE        LilyPad-Wearables           (2.95010002 1.61689998) R150
J11         SEWTAP_LONG-2SIDE                       PETAL-LONG-1-2SIDE        LilyPad-Wearables           (3.06139998 1.9595)   R174
J12         SEWTAP_LONG-2SIDE                       PETAL-LONG-1-2SIDE        LilyPad-Wearables           (3.02370005 2.31770005) R198
J13         SEWTAP_LONG-2SIDE                       PETAL-LONG-1-2SIDE        LilyPad-Wearables           (2.84370005 2.62960002) R222
J14         SEWTAP_LONG-2SIDE                       PETAL-LONG-1-2SIDE        LilyPad-Wearables           (2.55229995 2.84129995) R246
J15         AMP FCI 10103594-0001LF                 USB-MICROB-PTH            SparkFun-Connectors         (2.2 2.934375)        R180
J16                                                 JST-2-SMD                 SparkFun-Connectors         (2.2 1.51875)         R180
JP1         SEWTAP_SMALL-2SIDE                      PETAL-SMALL-2SIDE         LilyPad-Wearables           (2.65 0.35)           R0
JP2         FIDUCIALUFIDUCIAL                       MICRO-FIDUCIAL            SparkFun                    (1.65000012 1.60000012) R0
JP3         FIDUCIALUFIDUCIAL                       MICRO-FIDUCIAL            SparkFun                    (2.83062488 2.40937488) R0
JP4         SEWTAP_SMALL-2SIDE                      PETAL-SMALL-2SIDE         LilyPad-Wearables           (2.4 0.35)            R0
JP5         SEWTAP_SMALL-2SIDE                      PETAL-SMALL-2SIDE         LilyPad-Wearables           (3.05 0.35)           R0
JP6         SEWTAP_SMALL-2SIDE                      PETAL-SMALL-2SIDE         LilyPad-Wearables           (3.3 0.35)            R0
JP7         SEWTAP_SMALL-2SIDE                      PETAL-SMALL-2SIDE         LilyPad-Wearables           (2.65 0.7)            R180
JP8         SEWTAP_SMALL-2SIDE                      PETAL-SMALL-2SIDE         LilyPad-Wearables           (2.4 0.7)             R180
JP9         SEWTAP_SMALL-2SIDE                      PETAL-SMALL-2SIDE         LilyPad-Wearables           (3.3 0.7)             R180
JP10        SEWTAP_SMALL-2SIDE                      PETAL-SMALL-2SIDE         LilyPad-Wearables           (3.05 0.7)            R180
JP11        FIDUCIALUFIDUCIAL                       MICRO-FIDUCIAL            SparkFun                    (4.15 0.15)           R0
JP12        SEWTAP_MEDIUM-2SIDE                     PETAL-MEDIUM-2SIDE        LilyPad-Wearables           (0.55 0.7)            R180
JP13        SEWTAP_MEDIUM-2SIDE                     PETAL-MEDIUM-2SIDE        LilyPad-Wearables           (0.55 0.4)            R0
JP14        FIDUCIALUFIDUCIAL                       MICRO-FIDUCIAL            SparkFun                    (0.15 3.1)            R0
JP20        SEWTAP_SMALL-2SIDE                      PETAL-SMALL-2SIDE         LilyPad-Wearables           (1.35 0.7)            R180
JP21        SEWTAP_SMALL-2SIDE                      PETAL-SMALL-2SIDE         LilyPad-Wearables           (1.35 0.35)           R0
JP22        SEWTAP_SMALL-2SIDE                      PETAL-SMALL-2SIDE         LilyPad-Wearables           (1.1 0.7)             R180
JP23        SEWTAP_SMALL-2SIDE                      PETAL-SMALL-2SIDE         LilyPad-Wearables           (1.1 0.35)            R0
JP24        SEWTAP_SMALL-2SIDE                      PETAL-SMALL-2SIDE         LilyPad-Wearables           (2 0.7)               R180
JP25        SEWTAP_SMALL-2SIDE                      PETAL-SMALL-2SIDE         LilyPad-Wearables           (1.75 0.35)           R0
JP26        SEWTAP_SMALL-2SIDE                      PETAL-SMALL-2SIDE         LilyPad-Wearables           (1.75 0.7)            R180
JP27        SEWTAP_SMALL-2SIDE                      PETAL-SMALL-2SIDE         LilyPad-Wearables           (2 0.35)              R0
