"Part";"Value";"Device";"Package";"Description";"";
"C1";"0.1µF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"C2";"1µF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"C3";"1µF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"C4";"1µF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"C5";"1µF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"C6";"10µF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"FID1";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"";
"FID2";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"";
"J1";"OUTL";"TERMBLOCK_1X2";"TERMBLOCK_1X2-3.5MM";"3.5mm Terminal block";"";
"J2";"OUTR";"TERMBLOCK_1X2";"TERMBLOCK_1X2-3.5MM";"3.5mm Terminal block";"";
"JP1";"";"PINHD-2X4";"2X04";"PIN HEADER";"";
"JP3";"";"HEADER-1X970MIL";"1X09_ROUND_70";"PIN HEADER";"";
"R1";"100K";"RESISTOR0805";"0805";"Resistors";"";
"R3";"100K";"RESISTOR0805";"0805";"Resistors";"";
"R4";"100K";"RESISTOR0805";"0805";"Resistors";"";
"R5";"10K";"RESISTOR0805";"0805";"Resistors";"";
"U$6";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"";
"U$7";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"";
"U1";"MAX98306ETD+T";"AUDIOAMP_MAX98306";"TDFN14_3X3MM";"MAX98306 3.7W Stereo Audio Amp - TDFN14";"";
