Partlist

Exported from boardEagle.brd at 20/08/2022 19:05

EAGLE Version 9.6.2 Copyright (c) 1988-2020 Autodesk, Inc.

Assembly variant: 

Part     Value                            Package                      Library               Position (inch)       Orientation

3V3_LED                                   SMT-JUMPER_2_NC_TRACE_SILK   SparkFun-Jumpers      (0.325 1.505)         MR0
C1       0.1uF                            0603                         SparkFun-Capacitors   (0.4 0.49)            R180
C3       4.7uF                            0603                         SparkFun-Capacitors   (0.4 0.8)             R180
C4       0.1uF                            0603                         SparkFun-Capacitors   (0.4 0.86)            R180
C5       0.22uF                           0603                         SparkFun-Capacitors   (0.4 0.92)            R180
C6       0.1uF                            0603                         SparkFun-Capacitors   (1.205 0.43)          R180
C7       47pF                             0603                         SparkFun-Capacitors   (1.545 1.865)         R90
C8       47pF                             0603                         SparkFun-Capacitors   (1.815 1.865)         R90
C9       0.1uF                            0603                         SparkFun-Capacitors   (2.42 0.475)          R90
C10      47pF                             0603                         SparkFun-Capacitors   (1.755 1.865)         R270
C11      47pF                             0603                         SparkFun-Capacitors   (1.485 1.865)         R270
C12      0.1uF                            0603                         SparkFun-Capacitors   (1.425 1.865)         R270
C13      0.22uF                           0603                         SparkFun-Capacitors   (0.4 0.43)            R180
C14      0.1uF                            0603                         SparkFun-Capacitors   (1.17 1.85)           R90
C15      68pF                             0603                         SparkFun-Capacitors   (1.11 1.85)           R90
C16      10uF                             0603                         SparkFun-Capacitors   (1.05 1.85)           R90
C17      1.0uF                            0603                         SparkFun-Capacitors   (2.315 1.165)         R180
C18      33pF                             0402-TIGHT                   SparkFun-Capacitors   (0.845 1.58)          R180
C19      27pF                             0402                         SparkFun-Capacitors   (0.755 1.32)          R180
C20      0.1uF                            0603                         SparkFun-Capacitors   (2.315 1.225)         R180
C21      47pF                             0603                         SparkFun-Capacitors   (2.315 1.425)         R180
C22      0.1uF                            0603                         SparkFun-Capacitors   (1.765 0.875)         R270
C23      0.1uF                            0603                         SparkFun-Capacitors   (1.115 0.76)          R180
C24      15pF                             0603                         SparkFun-Capacitors   (0.99 1.85)           R90
C25      0.1uF                            0603                         SparkFun-Capacitors   (0.615 0.6125)        R180
C26      10uF                             0805                         SparkFun-Capacitors   (0.4 0.365)           R180
CTS      JUMPER-SMT_2_NC_TRACE_SILK       SMT-JUMPER_2_NC_TRACE_SILK   SparkFun-Jumpers      (1.9 0.5)             MR90
CTS2     JUMPER-SMT_2_NO_SILK             SMT-JUMPER_2_NO_SILK         SparkFun-Jumpers      (0.85 0.5)            MR90
D1       3A/10V/280mV                     SOD-323                      SparkFun-DiscreteSemi (0.3 0.15)            R270
D2       RED                              LED-0603                     SparkFun-LED          (0.075 1.5)           R180
D3       3A/10V/280mV                     SOD-323                      SparkFun-DiscreteSemi (1.9 0.15)            R270
D4       Yellow                           LED-0603                     SparkFun-LED          (0.075 1.425)         R180
D5       3A/10V/280mV                     SOD-323                      SparkFun-DiscreteSemi (1.1 0.15)            R270
D6       3A/10V/280mV                     SOD-323                      SparkFun-DiscreteSemi (2.65 0.15)           R270
D7       GREEN                            LED-0603                     SparkFun-LED          (0.075 1.275)         R180
D8       DT1042-04SO-7                    SOT23-6L                     SparkFun-DiscreteSemi (1.65 1.875)          R180
