"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"R7,R6";"_0805MP";2;"100";;;
2;"R10";"0805-NO";1;"10K";;;
3;"R16,R8,R9";"RESPACK_4X0603";3;"100K";;;
4;"C4,C5";"_0805MP";2;"10pF";;;
5;"C1,C2";"PANASONIC_C";2;"220uF";;;
6;"C21,C22";"_0805MP";2;"10nF (0.01uF)";;;
7;"CN1";"MICROSD";1;"2908-05WB-M6";;;
8;"U$50,U$52,U$51,U$53";"MOUNTINGHOLE_3.0_PLATEDTHIN";4;"MOUNTINGHOLE3.0THIN";;;
9;"R2";"_0805MP";1;"100K";;;
10;"U2";"SOT23-6";1;"AP7312-1833W6-7";;;
11;"C20,C7,C19,C6";"_0805MP";4;"10µF";;;
12;"D1";"SOD-323";1;"1N4148";;;
13;"FID1,FID2";"FIDUCIAL_1MM";2;"FIDUCIAL""";;;
14;"U$31";"ADAFRUIT_3.5MM";1;"";;;
15;"JP3,JP2";"1X16_ROUND";2;"";;;
16;"C26,C8";"_0805MP";2;"0.1µF";;;
17;"R3,R4";"_0805MP";2;"20";;;
18;"Y1";"CRYSTAL_3.2X2.5";1;"ABM8G-12.288MHZ-4Y-T3";;;
19;"FB2,FB1";"_0805MP";2;"FERITTE";;;
20;"U3";"SOIC16";1;"74HC4050D";;;
21;"R1";"_0805MP";1;"1M";;;
22;"U1";"LQFP48";1;"VS1053B";;;
23;"U$55";"ADAFRUIT_TEXT_20MM";1;"";;;
