"Part";"Value";"Device";"Package";"Description";"";
"C1";"22pF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C2";"22pF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C3";"33nF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C4";"2.2nF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C5";"4.7pF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C6";"1.0pF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C7";"1.5pF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C8";"10nF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C9";"1nF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C10";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"JP1";"";"M081X08";"1X08";"Header 8";"";
"JP2";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";
"JP3";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";
"L1";"3.9nH";"INDUCTOR0402";"C0402";"Inductors";"";
"L2";"2.7nH";"INDUCTOR0402";"C0402";"Inductors";"";
"L3";"8.2nH";"INDUCTOR0402";"C0402";"Inductors";"";
"Q1";"16MHz";"CRYSTAL5X3";"CRYSTAL-SMD-5X3";"Crystals";"";
"R1";"1M";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R2";"22K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"TP1";"";"TEST-POINT3X5";"PAD.03X.05";"";"";
"U$1";"PAD";"PAD";"PAD-0.008";"";"";
"U$4";"PAD";"PAD";"PAD-0.008";"";"";
"U$5";"LOGO-SFENEW";"LOGO-SFENEW";"SFE-NEW-WEBLOGO";"Spark Fun Electronics PCB Logo";"";
"U1";"NRF24L01ALT1";"NRF24L01ALT1";"QFN20_ALT1";"2.4GHz Low Power Transceiver";"";
"U2";"3.3V";"V_REG_LDOSMD";"SOT23-5";"Voltage Regulator LDO";"";
"Y1";"ANTENNA2SMD5";"ANTENNA2SMD5";"ANTENNA-CHIP5";"Antenna";"";
