"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"U300";"SOT-23-5";1;"MCP1824_ADJ";;;
2;"R410,R423,R404,R405,R422,R417,R411,R416";"R402";8;"1M";;;
3;"C102,C704,C409,C501,C112,C714,C403,C702,C705,C114,C708,C402,C423,C106,C703,C420,C715,C414,C710,C419,C421,C417,C411,C405,C303,C413,C709,C113,C712,C109,C103,C418,C401,C412,C713,C602,C201,C408,C416,C110,C707,C200,C410,C404,C415,C108,C711,C407,C111,C406,C422,C400";"C402";52;"0.1uF";;;
4;"LED902,LED903,LED900,LED901";"LED-805";4;"YELLOW";;;
5;"R412,R402,R420,R418,R409,R403,R301,R407,R415,R421,R401,R414,R406,R419,R400,R413,R408";"R402";17;"100K";;;
6;"C600,C500,C105,C115,C107,C700,C116,C601,C706,C701";"C603";10;"0.1uF";;;
7;"R701,R700,R100,R311,R204,R702,R202,R308,R101,R310";"R402";10;"10K";;;
8;"U409,U408,U412,U413,U404,U405,U400,U401";"SC-70-6";8;"SN74LVC1T45DBV";;;
9;"U700";"TQFP-144";1;"ICE40HX4K";;;
10;"R902,R901,R900,R903";"R603";4;"1K1";;;
11;"U100";"TQFP-144";1;"STM32F103ZX";;;
12;"R203";"R402";1;"25R";;;
13;"U303";"SOT-23-5@1";1;"MCP1801T-1202I/OT";;;
14;"C304";"C603";1;"DNP";;;
15;"C307,C300,C301,C305";"C603";4;"4.7uF";;;
16;"U403,U407,U406,U415,U402,U411,U414,U410";"SC-70-5";8;"74LVC1G07DBV";;;
17;"L800";"WE-KI_0805_B";1;"1.5A";;;
18;"C302,C202,C204,C205,C308";"C402";5;"1uF";;;
19;"U501,U500";"TSSOP-14";2;"74HCT4066PW";;;
20;"R424,R426,R429,R427,R430,R431,R428,R425";"R402";8;"220R";;;
21;"R804,R803";"R402";2;"5K1";;;
22;"J1";"C-31-M-12";1;"USB-C-12";;;
23;"PCB1";"DP10050_V1";1;"PCB_DP_RECTANGLE-50X100";;;
24;"U602";"TSSOP-20";1;"74LVC245A";;;
25;"U$1";"DP-LOGO";1;"";;;
26;"C306";"C603";1;"1uF";;;
27;"Q300";"SOT-23";1;"PMV65XP";;;
28;"R805,R806";"R402";2;"50K";;;
29;"R303";"R603";1;"65K";;;
30;"D200";"SOD-123";1;"1N4148";;;
31;"RN500,RN501";"RN8P-4R-CRA06S";2;"2K";;;
32;"U600,U601";"SOIC-8";2;"23LC1024";;;
33;"C101,C100";"C402";2;"22pF";;;
34;"R300";"R402";1;"99.22K";;;
35;"U202";"VSSOP-8_DCU_PDSO_G8";1;"ADS7041";;;
36;"J3";"M1X10_MALE_RIGHT_ANGLES_PTH_SHROUDED";1;"CON_HEADER_1X10-RIGHT_ANGLED_PTH_SHROUDED";;;
37;"C104";"SMC_A";1;"1uF";;;
38;"R200,R201,R309";"R402";3;"0R";;;
39;"J2";"M1X4";1;"CON_HEADER_1X04";;;
40;"R306";"R603";1;"0R";;;
41;"Q301";"SOT-363";1;"DMMT3906W";;;
42;"R305,R302";"R603";2;"10K";;;
43;"R800";"R402";1;"1.5K";;;
44;"R802,R801";"R402";2;"22R";;;
45;"XTAL100";"XTAL_4X6";1;"8Mhz";;;
46;"U302";"SOT-89";1;"MCP1700";;;
47;"U301,U201";"SOT-23-5";2;"MCP6001";;;
48;"R307";"R402";1;"77.96K";;;
49;"U101";"SOIC-8";1;"W25X40CL";;;
50;"C800";"SMC_A";1;"10uF";;;
51;"J4";"X05B20L10T";1;"CON-FPC_X05B20L10T";;;
52;"U200";"TSSOP-24";1;"74HCT4067";;;
53;"R304";"R603";1;"100K";;;
54;"C203";"C402";1;"1.5nF";;;
55;"LED904,LED907,LED906,LED905";"LED-805";4;"Optional YELLOW";;;
56;"LOGO1";"LOGO_CC-0";1;"LOGO_CC-0";;;
57;"U$4";"DP_LOGO_ART_1.5X1.5";1;"";;;
58;"U$2";"OSHW_8X350_NOTEXT";1;"";;;
