"Part";"Value";"Device";"Package";"Description";"";
"C1";"10uF";"C-USC0805K";"C0805K";"CAPACITOR, American symbol";"";
"C2";"10uF";"C-USC0805K";"C0805K";"CAPACITOR, American symbol";"";
"D1";"1n4148";"DIODESOD-323F";"SOD-323F";"Diode";"";
"D2";"1N4148";"DIODESOD-323F";"SOD-323F";"Diode";"";
"IC1";"MAX31855";"MAX6675";"SO08";"";"";
"IC2";"LP298XS";"LP298XS";"SOT23-5L";"";"";
"J1";"1X2-3.5MM";"1X2-3.5MM";"1X2-3.5MM";"3.5mm Terminal block";"";
"JP1";"Breakout";"HEADER-1X676MIL";"1X06_ROUND_76";"PIN HEADER";"";
"R1";"10K";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R2";"10K";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"U$1";"FIDUCIAL";"FIDUCIAL";"FIDUCIAL_1MM";"For use by pick and place machines to calibrate the vision/machine, 1mm";"";
"U$2";"FIDUCIAL";"FIDUCIAL";"FIDUCIAL_1MM";"For use by pick and place machines to calibrate the vision/machine, 1mm";"";
"U$4";"MOUNTINGHOLE2.0";"MOUNTINGHOLE2.0";"MOUNTINGHOLE_2.0_PLATED";"Mounting Hole";"";
"U$5";"MOUNTINGHOLE2.0";"MOUNTINGHOLE2.0";"MOUNTINGHOLE_2.0_PLATED";"Mounting Hole";"";
