"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"U$1";"ELECTROLAMA";1;"LOGO-ELECTROLAMA";;;
2;"R5,R6";"TP_DUAL_1206";2;"0";;;
3;"C5,C4";"_PKG_C_0603";2;"100n";;;
4;"IC2";"SOIC127P1032X265-16N";1;"";;;
5;"CON1";"TC2050-IDC-NL";1;"";;;
6;"D1";"DIOM5126X250N-NOPOL";1;"SMAJ58CA";;;
7;"C2,C1";"_PKG_C_0805";2;"22u";;;
8;"TP18";"TP_S2751-46R";1;"TP-HOOK";;;
9;"C6";"_PKG_C_0603";1;"2u2";;;
10;"SW2";"XKB-TS-1187A";1;"";;;
11;"BR1,BR2";"SOP254P665X270-4N";2;"MB6S";;;
12;"R4";"_PKG_C_0603";1;"4K7";;;
13;"MOD2";"SILVERTEL_AG9800M";1;"AG9805-MT";;;
14;"C7";"_CAP_ELCO_D8_L10.5";1;"470u";;;
15;"IC1";"SOT95P280X145-5N";1;"TLV70333DBVR";;;
16;"MOD3";"RPI-HAT-FULL";1;"RPI-HAT-FULL";;;
17;"MOD1";"EBYTE-E18-MS1PA1";1;"E18-MS1PA1-IPX/PCB";;;
18;"BAT1";"KEYSTONE_3001";1;"KEYSTONE 3001";;;
19;"SW1";"DSHP03TS-S";1;"DSHP03TS-S";;;
20;"TP14,TP17,TP1,TP15,TP10,TP4,TP12,TP8,TP5,TP9,TP3,TP13,TP2,TP16,TP6,TP11,TP7";"TP_DOT";17;"TP";;;
